#number;groundtruth;mba
465;(x + y);(x + (~ ((- y) + (y | (~ y)))))
466;(x + y);(x + (((- x) + (~ (- x))) & y))
467;(x + y);(~ (x + (- ((- (~ x)) + (x + y)))))
468;(x + y);((x + y) | (~ (y | (~ y))))
469;(x + y);((~ ((~ (x ^ y)) ^ y)) + y)
470;(x + y);((((~ x) + (- y)) ^ (~ y)) ^ y)
471;(x + y);((x & (~ x)) + (x + y))
472;(x + y);(x + (y | (- (y | (- y)))))
473;(x + y);((x ^ (~ ((~ (x & y)) | y))) + y)
474;(x + y);(x + ((x + ((- x) + y)) & y))
475;(x + y);((- ((~ x) + (- x))) + (~ (x + (- y))))
476;(x + y);(x + (- ((- (x | (~ x))) + (~ y))))
477;(x + y);((x + (y + (- (~ y)))) + (~ y))
478;(x + y);(((~ x) + (- y)) ^ (x + (~ x)))
479;(x + y);(- ((x + (- (x + x))) + (- y)))
480;(x + y);(x + (~ ((x + (~ x)) ^ y)))
481;(x + y);(~ ((~ x) + (- ((x & y) | y))))
482;(x + y);((x | (x & ((- x) + y))) + y)
483;(x + y);(~ ((- x) + (~ (((- x) & y) | y))))
484;(x + y);((~ (x + (- (x + x)))) + (- (~ y)))
485;(x + y);(x + (- ((- (x + (~ x))) + (~ y))))
486;(x + y);((~ (((~ x) ^ y) ^ y)) + y)
487;(x + y);((- x) ^ ((- x) ^ (x + y)))
488;(x + y);((x & (x | (- x))) + y)
489;(x + y);((x & (~ (~ (x | (~ x))))) + y)
490;(x + y);((x + (y & (~ y))) + y)
491;(x + y);((~ (~ (x | (x & (- y))))) + y)
492;(x + y);((x + y) & ((x + y) | y))
493;(x + y);(~ ((- x) + (~ ((~ (x | (~ y))) | y))))
494;(x + y);(x + (y | (~ (y + (~ y)))))
495;(x + y);((x | (~ ((~ x) | (~ y)))) + y)
496;(x + y);(- ((- x) + (- ((- x) + (x + y)))))
497;(x + y);(~ (x ^ ((~ x) ^ (x + y))))
498;(x + y);(x + ((~ ((~ (x & y)) | y)) + y))
499;(x + y);(~ (((~ x) + (- y)) | ((- x) + (~ y))))
500;(x + y);((x + (y | (~ y))) + (- (~ y)))
501;(x + y);(~ ((x + (~ (x + x))) + (- y)))
502;(x + y);(~ ((~ (x & (x | (- x)))) + (- y)))
503;(x + y);(((x + y) + (~ y)) + (- (~ y)))
504;(x + y);(((- (~ x)) + (x + (~ x))) + y)
505;(x + y);(((- x) + y) + (x + x))
506;(x + y);((~ x) + (x + (- ((~ x) + (- y)))))
507;(x + y);((x + (~ (~ (x & (~ x))))) + y)
508;(x + y);(~ ((x ^ (~ (y & (~ y)))) + (- y)))
509;(x + y);(- (~ ((~ (- x)) + y)))
510;(x + y);((x | ((- ((- x) + y)) + y)) + y)
511;(x + y);((- ((- x) + (- y))) | (x + y))
512;(x + y);(~ ((~ (x & (x | (~ y)))) + (- y)))
513;(x + y);(~ ((- (~ (~ (x & y)))) + (~ (x | y))))
514;(x + y);(~ (((~ x) + (- ((- x) + y))) + (- x)))
515;(x + y);((~ x) + ((x + x) + (- (~ y))))
516;(x + y);(x + ((~ (x | (~ x))) ^ y))
517;(x + y);(x + ((~ (x ^ (~ x))) + y))
518;(x + y);(~ ((- x) + (x ^ (x ^ (~ y)))))
519;(x + y);(x + (- ((- y) | (y & (- y)))))
520;(x + y);(x + ((x & (~ x)) | y))
521;(x + y);(x + (- ((x & (~ (x | y))) + (- y))))
522;(x + y);(x + (- ((x & (~ x)) | (- y))))
523;(x + y);((x & (x + (~ x))) + y)
524;(x + y);(x + (- (x + (- (~ ((~ x) + (- y)))))))
525;(x + y);((x + (- (~ y))) + (y | (~ y)))
526;(x + y);(x + (~ (y ^ (y + (~ y)))))
527;(x + y);(~ (- ((- (~ x)) + y)))
528;(x + y);((x + y) ^ (- (~ (y | (~ y)))))
529;(x + y);(x + (y & (y | (y + y))))
530;(x + y);(~ ((~ (x & (x + (~ x)))) + (- y)))
531;(x + y);(x + (- ((- (~ (x & (~ x)))) + (~ y))))
532;(x + y);(((~ x) + y) + (- (~ (x + x))))
533;(x + y);(~ ((x + y) ^ (y ^ (~ y))))
534;(x + y);(x + (~ (x ^ (x ^ (~ y)))))
535;(x + y);(x + (~ (~ (((- x) | y) & y))))
536;(x + y);(((~ ((~ x) + (- y))) ^ y) ^ y)
537;(x + y);((x + y) & ((- y) + (~ (- y))))
538;(x + y);(((- (~ x)) + y) + (~ (x & (~ x))))
539;(x + y);((x + y) ^ (~ ((~ (x & y)) | y)))
540;(x + y);(x + (~ ((~ ((- x) | y)) | (~ y))))
541;(x + y);(x + (~ (x + (~ (x + y)))))
542;(x + y);((x + y) + (~ (~ (y & (~ y)))))
543;(x + y);(x + (- ((~ (x | (~ x))) | (- y))))
544;(x + y);(~ (((x + y) ^ y) ^ (~ y)))
545;(x + y);(x + (- ((- y) & (y ^ (~ y)))))
546;(x + y);(- ((((- x) ^ y) ^ y) + (- y)))
547;(x + y);((x + y) ^ (~ (y | (~ y))))
548;(x + y);(x + (y & (~ (y & (~ y)))))
549;(x + y);(((~ x) ^ (~ (y & (~ y)))) + y)
550;(x + y);((- x) + (- ((- x) + (- (x + y)))))
551;(x + y);(x + (((x + y) & y) | y))
552;(x + y);(~ ((~ (- (~ x))) + (- (~ (- y)))))
553;(x + y);(x + (y & (- (y & (- y)))))
554;(x + y);(x + ((~ y) ^ (y + (~ y))))
555;(x + y);(x + (y & ((- y) + (~ (- y)))))
556;(x + y);(x + (- ((- (~ y)) + (~ (y + y)))))
557;(x + y);(~ (((~ x) + (- y)) & (~ (x & (~ x)))))
558;(x + y);(((x + y) ^ (~ y)) ^ (~ y))
559;(x + y);(((~ ((~ x) + (- x))) + (- x)) + y)
560;(x + y);(~ (((- x) + (~ y)) & (x ^ (~ x))))
561;(x + y);((x ^ (~ (x | (~ x)))) + y)
562;(x + y);((x ^ (~ (y + (~ y)))) + y)
563;(x + y);(~ (x + (((~ x) + (- x)) + (- y))))
564;(x + y);(x + (~ ((x ^ (~ x)) ^ y)))
565;(x + y);(x + ((~ ((- x) | (~ y))) | y))
566;(x + y);(~ (((~ (x ^ y)) ^ y) + (- y)))
567;(x + y);(~ ((((~ x) + (- y)) ^ y) ^ y))
568;(x + y);(x + (~ (y ^ (~ (y & (~ y))))))
569;(x + y);(x + ((~ (x & (~ (x | y)))) & y))
570;(x + y);((~ (x + (~ (x + x)))) + y)
571;(x + y);((x & (~ (x | y))) | (x + y))
572;(x + y);(~ ((- x) + (~ ((x & y) | y))))
573;(x + y);((((~ x) + (- y)) ^ y) ^ (~ y))
574;(x + y);(((- (~ x)) + (x ^ (~ x))) + y)
575;(x + y);((- x) + (- ((- (x + x)) + (- y))))
576;(x + y);(x ^ (~ (x ^ ((~ x) + (- y)))))
577;(x + y);(x + (- ((- y) & (y | (~ y)))))
578;(x + y);((x + (- (~ (~ (x & (~ x)))))) + y)
579;(x + y);((x | (x ^ y)) + (x & y))
580;(x + y);((~ (~ (x & (x | (- x))))) + y)
581;(x + y);(- (((- x) + (- x)) + (x + (- y))))
582;(x + y);(~ (((- x) + (~ y)) | (~ (x + y))))
583;(x + y);((x + (~ (x & (~ x)))) + (- (~ y)))
584;(x + y);((~ (~ (x | (~ (x | (~ x)))))) + y)
585;(x + y);(x + ((- (~ y)) + (~ (y & (~ y)))))
586;(x + y);(((x + (~ y)) + (- (~ y))) + y)
587;(x + y);(- (~ (- ((- x) + (- (~ (- y)))))))
588;(x + y);(x + (~ (~ (y | (~ (y | (~ y)))))))
589;(x + y);((- ((~ x) + (- y))) + (~ (x & (~ x))))
590;(x + y);(x + (- (~ (y + (y | (~ y))))))
591;(x + y);(~ (~ ((x + y) | (~ (y | (~ y))))))
592;(x + y);(- (~ (x + (~ (- y)))))
593;(x + y);(~ (((~ x) + (- x)) + (x + (- y))))
594;(x + y);((x & (y + (~ y))) + y)
595;(x + y);(x + (- ((~ y) + (- (~ (y & (~ y)))))))
596;(x + y);((x & (~ ((~ (x | y)) & y))) + y)
597;(x + y);(~ ((x + (~ x)) & (~ (x + y))))
598;(x + y);((x | ((- x) + (x + x))) + y)
599;(x + y);((- (~ x)) + (x + (~ (x + (- y)))))
600;(x + y);((x & ((x ^ y) | y)) + y)
601;(x + y);((x | (x | y)) + (x & y))
602;(x + y);((x + y) + (- (~ (y ^ (~ y)))))
603;(x + y);((~ (~ (x & (x | (~ x))))) + y)
604;(x + y);(x + ((x & (~ x)) ^ y))
605;(x + y);((~ ((~ x) & (y ^ (~ y)))) + y)
606;(x + y);(~ ((- x) + (x + (~ (x + y)))))
607;(x + y);((~ ((~ x) | (x & (~ x)))) + y)
608;(x + y);(x + ((~ x) + (x + (- (~ y)))))
609;(x + y);(~ ((- x) + (~ ((x | y) & y))))
610;(x + y);(x + ((~ (~ ((- x) | y))) & y))
611;(x + y);(~ ((~ x) + (- y)))
612;(x + y);(x + ((x | (x | y)) & y))
613;(x + y);(- ((- x) + ((- x) + (- ((- x) + y)))))
614;(x + y);((x ^ (~ x)) + (x + (- (~ y))))
615;(x + y);(~ ((~ (x & y)) + (- (~ (~ (x | y))))))
616;(x + y);(x + ((- (~ (x | (~ x)))) + y))
617;(x + y);(x + (- ((- (~ x)) + ((~ x) + (- y)))))
618;(x + y);((x + (y ^ (~ y))) + (- (~ y)))
619;(x + y);((~ ((~ x) + (- y))) | (x + y))
620;(x + y);(- ((- ((x + y) + (- y))) + (- y)))
621;(x + y);((x + (x ^ (~ x))) + (- (~ y)))
622;(x + y);((- ((- (x + y)) + (- y))) + (- y))
623;(x + y);((~ (((~ x) + (- y)) + y)) + y)
624;(x + y);(x ^ ((~ x) ^ (~ (x + y))))
625;(x + y);((x | (- (y & (~ y)))) + y)
626;(x + y);(~ (((~ x) + (- y)) & (~ (y & (~ y)))))
627;(x + y);(((- (~ x)) + y) + (x | (~ x)))
628;(x + y);((x & ((- y) + (~ (- y)))) + y)
629;(x + y);(((~ ((~ x) + (- x))) + y) + (- x))
630;(x + y);(~ ((x ^ (~ x)) ^ (x + y)))
631;(x + y);((~ ((~ x) & (y | (~ y)))) + y)
632;(x + y);(- ((- (x + (- y))) + (- (y + y))))
633;(x + y);(x + (~ (~ ((~ (x | (~ y))) | y))))
634;(x + y);(x + (x ^ (x ^ y)))
635;(x + y);(((~ x) ^ (x | (~ x))) + y)
636;(x + y);((x & (~ (~ (x | (- y))))) + y)
637;(x + y);(x + ((x & y) | y))
638;(x + y);((- ((- x) + (- x))) + (- (x + (- y))))
639;(x + y);(x ^ (x ^ (~ ((- x) + (~ y)))))
640;(x + y);((~ x) + (x + ((- (~ x)) + y)))
641;(x + y);(x + (~ (~ (((~ x) | y) & y))))
642;(x + y);((x + (~ (y + (~ y)))) + y)
643;(x + y);(~ ((- x) + (~ ((~ (x & (~ x))) & y))))
644;(x + y);((~ (x + y)) ^ (y | (~ y)))
645;(x + y);((~ ((~ x) & (x ^ (~ x)))) + y)
646;(x + y);((x & (x ^ (~ (x | y)))) + y)
647;(x + y);(~ (((x ^ (~ y)) ^ y) + (- y)))
648;(x + y);(((x + y) + (- (~ y))) + (~ y))
649;(x + y);((~ (~ (x | (x & (~ x))))) + y)
650;(x + y);((~ (x & (~ (x | y)))) & (x + y))
651;(x + y);(x + ((~ (~ (x & (~ x)))) | y))
652;(x + y);((~ (x + (~ x))) ^ (x + y))
653;(x + y);(x ^ (~ (x ^ ((- x) + (~ y)))))
654;(x + y);((x + (x & (~ (x | y)))) + y)
655;(x + y);(~ ((~ x) + ((- x) + (x + (- y)))))
656;(x + y);(~ ((x + y) ^ (y + (~ y))))
657;(x + y);((x & (x | y)) + y)
658;(x + y);((x + (- ((~ y) + (- y)))) + (~ y))
659;(x + y);((- ((- x) + (~ y))) + (~ (x & (~ x))))
660;(x + y);(x + (- ((~ (~ (x & (~ x)))) + (- y))))
661;(x + y);(~ (((~ x) | (~ (x | y))) + (- y)))
662;(x + y);(x + (y ^ (~ (~ (y & (~ y))))))
663;(x + y);(x + (~ (x + ((- x) + (~ y)))))
664;(x + y);(x + ((x & (~ (x | y))) | y))
665;(x + y);(x + (- ((- (x & (~ x))) + (- y))))
666;(x + y);(x + (- (~ ((x + (~ x)) + y))))
667;(x + y);((x ^ (y & (~ y))) + y)
668;(x + y);(~ ((~ (x & (x | y))) + (- y)))
669;(x + y);(x + (- ((- (x ^ (~ x))) + (~ y))))
670;(x + y);(x + (((x & y) & y) | y))
671;(x + y);(x + ((~ x) ^ (x ^ (~ y))))
672;(x + y);((x + (- ((- y) + (- y)))) + (- y))
673;(x + y);(x + (((~ (x | y)) & y) | y))
674;(x + y);(x + ((~ x) ^ ((~ x) ^ y)))
675;(x + y);((x ^ (~ (~ (y & (~ y))))) + y)
676;(x + y);((~ ((~ x) | (~ (x | (~ y))))) + y)
677;(x + y);(- ((~ x) + (- (~ (- y)))))
678;(x + y);(x + (~ (~ (y & (y ^ (~ y))))))
679;(x + y);((x + (- (~ (x | (~ (x & y)))))) + y)
680;(x + y);((~ x) + ((x + (- (~ x))) + y))
681;(x + y);(((~ x) + (- y)) ^ (x | (~ x)))
682;(x + y);(x + ((x ^ (~ x)) & y))
683;(x + y);((x | (~ x)) + (- (~ (x + y))))
684;(x + y);(- ((- x) + (- ((x & y) | y))))
685;(x + y);((x | (x & (~ (x & y)))) + y)
686;(x + y);(- ((- x) + (x ^ (x ^ (- y)))))
687;(x + y);(((~ (x + y)) ^ y) ^ (~ y))
688;(x + y);(- (~ (- ((- (~ (- x))) + (- y)))))
689;(x + y);(- ((x ^ (x ^ (- x))) + (- y)))
690;(x + y);((- x) + ((- ((- x) + (- x))) + y))
691;(x + y);((x | (~ (~ (x & y)))) + y)
692;(x + y);(~ (~ ((x + y) | (y & (~ y)))))
693;(x + y);((x | (~ x)) + (x + (- (~ y))))
694;(x + y);(~ (- (x + (- (~ y)))))
695;(x + y);(x + (x + ((- x) + y)))
696;(x + y);(x + (~ ((~ y) | (y & (~ y)))))
697;(x + y);(x + (((x + x) | y) & y))
698;(x + y);(x + (- ((- y) & (y + (~ y)))))
699;(x + y);((x & (x | (x + y))) + y)
700;(x + y);(~ (((~ (x + (- y))) + (- y)) + (- y)))
701;(x + y);(- ((- x) + ((- x) + (x + (- y)))))
702;(x + y);((x + (x | (~ x))) + (- (~ y)))
703;(x + y);((x + (~ (x ^ (~ x)))) + y)
704;(x + y);(x + ((~ (~ (x & (~ x)))) + y))
705;(x + y);((x + (~ x)) + (- (~ (x + y))))
706;(x + y);(x + (x + (- ((- (~ x)) + (~ y)))))
707;(x + y);(- ((x & (~ x)) + (- (x + y))))
708;(x + y);(x + (~ ((x + (~ x)) + (- y))))
709;(x + y);(((x + (- (~ y))) + (~ y)) + y)
710;(x + y);((x & (x | (x + x))) + y)
711;(x + y);((x ^ (- (~ (y | (~ y))))) + y)
712;(x + y);(- ((- (x + (y + y))) + y))
713;(x + y);(x + (y + (~ (y + (~ y)))))
714;(x + y);((x | (x & (x + (- y)))) + y)
715;(x + y);(x + (- ((x & (~ x)) ^ (- y))))
716;(x + y);(~ ((- x) + (~ ((~ (x | (~ x))) | y))))
717;(x + y);(x + ((x & (~ (x | y))) ^ y))
718;(x + y);((~ (((~ x) + y) + (- y))) + y)
719;(x + y);(~ ((- x) + (~ ((x & (~ x)) | y))))
720;(x + y);((~ x) + (x + (x + (- (~ y)))))
721;(x + y);(x + (- ((- y) | (~ (y | (~ y))))))
722;(x + y);(x + ((x + (- (x + (- y)))) | y))
723;(x + y);((x + y) + (- (~ (~ (y & (~ y))))))
724;(x + y);((x ^ (x & (~ (x | y)))) + y)
725;(x + y);((x + y) | ((~ (x | y)) & y))
726;(x + y);(x + (~ ((~ y) & (y + (~ y)))))
727;(x + y);((x & ((- x) + (x + x))) + y)
728;(x + y);((~ ((~ x) & (y + (~ y)))) + y)
729;(x + y);(((- x) + (~ y)) ^ (x | (~ x)))
730;(x + y);((x & (~ (x & (~ x)))) + y)
731;(x + y);(~ ((~ (x & (y ^ (~ y)))) + (- y)))
732;(x + y);(~ (((- x) + (x + (~ x))) + (- y)))
733;(x + y);(x + (- ((- (~ x)) + ((- x) + (~ y)))))
734;(x + y);((x | (x & (~ x))) + y)
735;(x + y);(x + (((x + y) | y) & y))
736;(x + y);(x + ((x + ((- x) + y)) | y))
737;(x + y);(~ (((~ x) + (- y)) & (~ (x + y))))
738;(x + y);(x + (- ((- (~ x)) + (~ (x + y)))))
739;(x + y);(- (((- x) + (x & (~ x))) + (- y)))
740;(x + y);((~ (~ (x & (~ ((~ x) & y))))) + y)
741;(x + y);((x + y) + (~ (y | (~ y))))
742;(x + y);((~ x) + (- (((~ x) + (- x)) + (- y))))
743;(x + y);(((- (~ x)) + y) + (x + (~ x)))
744;(x + y);(~ ((~ (x & (~ (y & (~ y))))) + (- y)))
745;(x + y);(x + (~ (y + ((~ y) + (- y)))))
746;(x + y);(- (((- x) + y) + (- (y + y))))
747;(x + y);(~ ((- x) + (~ (x ^ (x ^ y)))))
748;(x + y);((x + y) + (y & (~ y)))
749;(x + y);((~ (~ (x & (~ (x & (~ x)))))) + y)
750;(x + y);(x + (y + (~ (y ^ (~ y)))))
751;(x + y);((x & ((~ (x & y)) | y)) + y)
752;(x + y);(x + (~ (~ (y & (y | (- y))))))
753;(x + y);(~ (((- x) + (~ y)) & (x + (~ x))))
754;(x + y);(~ ((- x) + (~ ((~ (~ (x | y))) & y))))
755;(x + y);((x | ((x | y) ^ y)) + y)
756;(x + y);((x | (x & (x ^ y))) + y)
757;(x + y);(~ (((~ x) ^ (x ^ y)) + (- x)))
758;(x + y);(x + ((~ ((~ (x | y)) & y)) & y))
759;(x + y);((~ (((~ x) + (- y)) + (- x))) + (- x))
760;(x + y);(x + ((x & (x & y)) | y))
761;(x + y);(- ((- x) + (x + ((- x) + (- y)))))
762;(x + y);((~ ((~ x) | (y & (~ y)))) + y)
763;(x + y);((- (x + ((- x) + (- x)))) + y)
764;(x + y);(x + (y | (~ (~ (y & (- y))))))
765;(x + y);(~ (((x ^ y) ^ (~ y)) + (- y)))
766;(x + y);(x + ((x | y) & y))
767;(x + y);(~ ((~ (((~ x) & y) | y)) + (- x)))
768;(x + y);((x | (~ (x | (~ x)))) + y)
769;(x + y);((- (x & (~ x))) ^ (x + y))
770;(x + y);((x ^ (- (x & (~ x)))) + y)
771;(x + y);((x & (~ ((~ (x & y)) & y))) + y)
772;(x + y);((~ (x + (~ x))) | (x + y))
773;(x + y);(~ (x + ((~ x) + (- (x + y)))))
774;(x + y);((x ^ (- (y & (~ y)))) + y)
775;(x + y);(x + (~ ((x & (~ x)) | (~ y))))
776;(x + y);(x + (y ^ (y & (~ y))))
777;(x + y);(~ ((- ((- x) + y)) + (~ (x + x))))
778;(x + y);((- x) + (x + (- ((- x) + (- y)))))
779;(x + y);((x & (~ (x & (~ (x | y))))) + y)
780;(x + y);(((x + (- (~ y))) + y) + (~ y))
781;(x + y);(~ ((- x) + ((- x) + (x + (~ y)))))
782;(x + y);(x + y)
783;(x + y);(~ ((- x) + (x ^ (~ (x ^ y)))))
784;(x + y);(x + (((~ x) & y) | y))
785;(x + y);(x + (y ^ (~ (y ^ (~ y)))))
786;(x + y);((~ (x | (~ (x & y)))) | (x + y))
787;(x + y);(x + ((- (~ (x + (~ x)))) + y))
788;(x + y);(~ (x + ((- (x + x)) + (~ y))))
789;(x + y);(x + ((- (~ y)) + (y + (~ y))))
790;(x + y);((x + (- (~ ((~ (x & y)) | y)))) + y)
791;(x + y);((~ (x ^ (~ x))) | (x + y))
792;(x + y);(x + (~ (~ (y & (~ (y & (~ y)))))))
793;(x + y);(x + (- ((- y) & (y | (- y)))))
794;(x + y);(~ ((- x) + (~ (x + (- (x + (- y)))))))
795;(x + y);((x + (y + y)) + (- y))
796;(x + y);((~ ((~ (x + y)) ^ y)) ^ y)
797;(x + y);((x + y) | (- (~ (y | (~ y)))))
798;(x + y);(x + ((~ y) + (- ((~ y) + (- y)))))
799;(x + y);((x + (~ (x | (~ (x & y))))) + y)
800;(x + y);((x | (x & (- (~ y)))) + y)
801;(x + y);(x + (~ (~ (y & (y + (~ y))))))
802;(x + y);((x & ((- ((- x) + y)) + y)) + y)
803;(x + y);(((x + y) ^ (- y)) ^ (- y))
804;(x + y);((x + x) + (~ (x + (~ y))))
805;(x + y);(- ((- x) + ((~ (x | (~ x))) + (- y))))
806;(x + y);((~ (x | (~ (x & y)))) ^ (x + y))
807;(x + y);(x + (- ((- y) + (- (y & (~ y))))))
808;(x + y);(x + (y & (y ^ (~ y))))
809;(x + y);((x | (x & (~ (x | y)))) + y)
810;(x + y);(x + (- (x ^ (x ^ (- y)))))
811;(x + y);((x | (~ (x + (~ x)))) + y)
812;(x + y);(x + ((~ ((~ x) & (~ y))) & y))
813;(x + y);(x + ((~ x) + (- (~ (x + y)))))
814;(x + y);(x + ((- x) + (- ((- x) + (- y)))))
815;(x + y);(~ ((x ^ (y | (~ y))) + (- y)))
816;(x + y);(~ (((~ x) + (x + (- y))) + (- x)))
817;(x + y);((x + (x + (~ x))) + (- (~ y)))
818;(x + y);((~ (~ (x & (x | (~ y))))) + y)
819;(x + y);(~ ((~ x) + (- ((- x) + (x + y)))))
820;(x + y);(x + ((~ (~ ((~ x) | y))) & y))
821;(x + y);(x + (~ (~ ((x & (~ x)) | y))))
822;(x + y);((x & (~ (~ (y | (~ y))))) + y)
823;(x + y);((~ ((- x) + (~ y))) | (x + y))
824;(x + y);(x + (y + (y & (~ y))))
825;(x + y);(x + ((x & (~ x)) + y))
826;(x + y);(~ ((x | (~ x)) & (~ (x + y))))
827;(x + y);((x | (~ ((~ (x & y)) | y))) + y)
828;(x + y);((~ (~ (x & (y | (~ y))))) + y)
829;(x + y);((x & (x + y)) | (x + y))
830;(x + y);(((- (~ x)) + y) + (x ^ (~ x)))
831;(x + y);(x + (- ((~ x) + (- (~ (x + (- y)))))))
832;(x + y);((x + y) & (y + (~ y)))
833;(x + y);((~ ((~ x) & (~ (y & (~ y))))) + y)
834;(x + y);(~ (((~ x) + (- y)) | (~ (x | (~ x)))))
835;(x + y);(x + (y | (y & (y + y))))
836;(x + y);(x + (~ ((~ (x & y)) & (~ y))))
837;(x + y);((x | y) + (~ (~ (x & y))))
838;(x + y);(((x ^ (- y)) ^ (- y)) + y)
839;(x + y);((x & (x | ((- x) + y))) + y)
840;(x + y);(x + (~ (~ (y | (y & (- y))))))
841;(x + y);((x & ((x | y) | y)) + y)
842;(x + y);(- ((- x) + ((x & (~ x)) + (- y))))
843;(x + y);((~ (x ^ (~ x))) + (x + y))
844;(x + y);((~ (x ^ (x + (~ x)))) + y)
845;(x + y);(x + (~ ((- y) + (y ^ (~ y)))))
846;(x + y);((x + y) + ((~ (x | y)) & y))
847;(x + y);(~ (((~ x) + (- y)) & (x ^ (~ x))))
848;(x + y);(x + (y & (y + (~ y))))
849;(x + y);(~ ((x + (- (x + x))) + (~ y)))
850;(x + y);(- ((- ((- x) + (x + x))) + (- y)))
851;(x + y);((x + (y + (~ y))) + (- (~ y)))
852;(x + y);((x + y) + (~ (y + (~ y))))
853;(x + y);((- x) + (~ ((~ (x + x)) + (- y))))
854;(x + y);(x + (- ((~ (x | (~ (x & y)))) + (- y))))
855;(x + y);((~ (~ (x | (y & (~ y))))) + y)
856;(x + y);(x + (- ((x & (- y)) | (- y))))
857;(x + y);(~ (~ ((x & (~ x)) | (x + y))))
858;(x + y);(x + ((~ y) + (y + (- (~ y)))))
859;(x + y);(x + (((~ x) | y) & y))
860;(x + y);(~ (~ ((x | (~ x)) & (x + y))))
861;(x + y);((x + y) ^ (~ (~ (y & (~ y)))))
862;(x + y);(((~ x) + (- y)) ^ (x ^ (~ x)))
863;(x + y);((- (~ x)) + ((~ (x & (~ x))) + y))
864;(x + y);(x + (y & (y | (~ (- y)))))
865;(x + y);(x + ((~ (x & (~ x))) + (- (~ y))))
866;(x + y);((x + (~ (y & (~ y)))) + (- (~ y)))
867;(x + y);(~ ((- x) + ((~ (x & y)) & (~ y))))
868;(x + y);(x + ((- (~ (x ^ (~ x)))) + y))
869;(x + y);((x + (~ (x + (~ x)))) + y)
870;(x + y);((- x) + (x + (~ ((~ x) + (- y)))))
871;(x + y);((- (~ ((~ x) + y))) + (x + x))
872;(x + y);(x + (~ (x + (- (x + (- (~ y)))))))
873;(x + y);(x + (((x + (- y)) & y) | y))
874;(x + y);(x + (~ ((~ x) + (- ((- x) + y)))))
875;(x + y);(x + (~ ((- x) + (~ ((- x) + y)))))
876;(x + y);((- ((- (x + (- y))) + (- y))) + y)
877;(x + y);(x + (~ (~ (y & (y | (~ y))))))
878;(x + y);(x + (((x & y) ^ y) | y))
879;(x + y);((~ ((~ (x + y)) + (- y))) + (- y))
880;(x + y);(x + (((~ (x | y)) & y) ^ y))
881;(x + y);(x + (y | (~ (y | (~ y)))))
882;(x + y);(~ (~ ((x + y) & (y + (~ y)))))
883;(x + y);((x + (- (y & (~ y)))) + y)
884;(x + y);(~ (x + (- (x + (- ((~ x) + (- y)))))))
885;(x + y);((~ x) + ((- (~ (x + x))) + y))
886;(x + y);((~ ((~ x) + (- (x + y)))) + (- x))
887;(x + y);(~ ((- x) + (~ y)))
888;(x + y);((- (~ (x | (~ x)))) + (x + y))
889;(x + y);(~ ((x | (~ x)) ^ (x + y)))
890;(x + y);((x | (~ ((~ x) | (- x)))) + y)
891;(x + y);(~ (((~ x) + (- y)) | (~ (x + y))))
892;(x + y);(((~ x) + (- y)) ^ (y ^ (~ y)))
893;(x + y);((x + y) | (~ (y ^ (~ y))))
894;(x + y);((x + (- (x & (~ (x | y))))) + y)
895;(x + y);(x + (- (~ (x + ((~ x) + y)))))
896;(x + y);((x + y) + (- ((~ (x | y)) & y)))
897;(x + y);((~ (x & (~ x))) + (x + (- (~ y))))
898;(x + y);((- ((- x) + y)) + (y + y))
899;(x + y);((x & (x | (x ^ y))) + y)
900;(x + y);((x & ((x ^ y) ^ y)) + y)
901;(x + y);((x + y) + (- (y & (~ y))))
902;(x + y);(((~ x) + (- (~ y))) + (x + x))
903;(x + y);((~ (- x)) + (- (~ y)))
904;(x + y);(~ ((~ (x & (~ x))) & (~ (x + y))))
905;(x + y);((x & (x ^ (~ x))) + y)
906;(x + y);(~ ((~ ((x + y) ^ y)) ^ y))
907;(x + y);((x & (~ ((~ x) & (~ y)))) + y)
908;(x + y);((~ ((x ^ y) ^ (~ y))) + y)
909;(x + y);(- ((- x) + (- ((- y) + (y + y)))))
910;(x + y);(((x | y) | y) + (x & y))
911;(x + y);((x ^ (~ (~ (x & (~ x))))) + y)
912;(x + y);(~ ((~ (x & (x | (- y)))) + (- y)))
913;(x + y);((- (~ (x | (~ x)))) | (x + y))
914;(x + y);((x | (~ (y ^ (~ y)))) + y)
915;(x + y);(~ (x + (~ ((x + x) + y))))
916;(x + y);(x + (~ ((~ (x | (~ x))) | (~ y))))
917;(x + y);(~ (x ^ (x ^ ((- x) + (~ y)))))
918;(x + y);(x + (- ((- y) + (~ (y ^ (~ y))))))
919;(x + y);(~ (~ ((~ (x | (~ x))) | (x + y))))
920;(x + y);(x + ((x ^ (~ x)) + (- (~ y))))
921;(x + y);((- (~ (~ (x & (~ x))))) + (x + y))
922;(x + y);(x ^ ((~ x) ^ ((- x) + (~ y))))
923;(x + y);((~ ((~ x) | ((~ x) & y))) + y)
924;(x + y);(x + (- (~ ((~ y) + (y + y)))))
925;(x + y);(x + (y + (- (y & (~ y)))))
926;(x + y);(~ ((((~ x) + y) + (- y)) + (- y)))
927;(x + y);(x + ((- x) + (x + y)))
928;(x + y);((- ((- x) + (- y))) & (x + y))
929;(x + y);((x & (~ ((~ x) & (- x)))) + y)
930;(x + y);(x + (- ((~ (x + (~ x))) + (- y))))
931;(x + y);((x | (x & (y + y))) + y)
