#number;groundtruth;mba
216;x*y-5*(x^y)+5*x;(x&y)*(x|y)+(x&~y)*(~x&y)-3*~(x&~y)+4*y+3*~(x|y)-6*~(x|~y)+4*(x&y)
217;x*y-3*y;(x&y)*(x|y)+(x&~y)*(~x&y)+1*~(x^y)+1*~(x&~y)-2*~(x|y)-4*~(x|~y)-5*(x&y)
218;x*y-4*(x^y)+7*y;(x&y)*(x|y)+(x&~y)*(~x&y)+4*~(x&~x)-4*~(x|y)-1*~(x|~y)-8*(x&~y)+3*(x&y)
219;x*y+9*~(x|~y)+9*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)+11*~(x^y)+2*~(x&y)+7*(x^y)-13*~(x|y)-11*(x&y)
220;x*y-6*(x&y)-17*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)-5*~(x&~y)-1*~(x&~x)-11*~x+17*~(x|~y)+1*(x&~y)
221;x*y-11*~(x|y)-18*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-7*(x^y)-11*~(x^y)-11*(x|y)+18*~(x|~y)+22*(x&y)
222;x*y+1*~(x|y)+5*x;(x&y)*(x|y)+(x&~y)*(~x&y)-5*(x^y)+1*~(x^y)+5*~(x|~y)+10*(x&~y)+4*(x&y)
223;x*y+7*~(x|~y)+2*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)+5*y+2*~x-11*x+11*(x&~y)+6*(x&y)
224;x*y-2*~(x&~x)-1*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)-2*(x|y)-11*~(x^y)-1*~x+10*~(x|y)+11*(x&y)
225;x*y+1*~(x&~x)-11*(x^y);(x&y)*(x|y)+(x&~y)*(~x&y)-6*~(x&~y)+7*~(x|y)-4*~(x|~y)-10*(x&~y)+7*(x&y)
226;x*y-2*~(x&y)+7*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*x+5*~(x&~x)-7*~(x|~y)-6*(x&~y)-4*(x&y)
227;x*y-5*~(x|y)+6*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-11*~x+4*(x|~y)+2*~(x&~x)+9*~(x|~y)-6*(x&y)
228;x*y+4*(x&y)-4*~(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*(x^y)+2*~(x&y)-6*~(x|y)-5*~(x|~y)-1*(x&~y)
229;x*y+6*~(x|~y)-2*x;(x&y)*(x|y)+(x&~y)*(~x&y)+11*~x-5*(x|y)-11*~(x|y)+3*(x&~y)+3*(x&y)
230;x*y+3*~(x|y)+3*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)+2*~y+1*y+1*~(x&y)-2*~(x|~y)-1*(x&y)
231;x*y+19*~(x|~y)-1*~(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+7*~(x&~y)+11*(x^y)-8*~(x|y)-12*(x&~y)-7*(x&y)
232;x*y+7*~(x&~x)+6*~(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)+5*~(x^y)+8*~(x|y)+13*~(x|~y)+7*(x&~y)+8*(x&y)
233;x*y-2*~(x^y)+4*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)+5*(x^y)-1*~y-1*~(x|y)-5*~(x|~y)-2*(x&y)
234;x*y-7*(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)-11*~(x&~y)-7*(x^y)+11*~(x|y)+11*~(x|~y)+4*(x&y)
235;x*y+5*~(x|~y)-7*(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)+7*~(x&~y)-2*~(x&~x)-12*~(x|y)-5*(x&~y)-12*(x&y)
236;x*y+9*~(x|y)+3*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)+2*~(x&~x)+7*~x+1*x-9*~(x|~y)-3*(x&y)
237;x*y-1*~(x|~y)-9*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*(x|~y)-1*~(x&~y)-7*~(x^y)+1*(x&~y)+9*(x&y)
238;x*y+4*~(x|y)-5*~(x&~x);(x&y)*(x|y)+(x&~y)*(~x&y)-1*~(x&~y)+1*x-4*~(x|~y)-6*(x&~y)-5*(x&y)
239;x*y+7*(x^y)-8*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*(x|y)+7*(x|~y)-7*~(x|y)+1*(x&~y)-6*(x&y)
240;x*y+11*(x&~y)-2*~(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)+7*~(x^y)+11*~(x&y)-20*~(x|y)-13*~(x|~y)-9*(x&y)
241;x*y+3*(x&y)+2*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)+2*~(x^y)-1*(x|~y)+1*~y+2*x-2*~(x|y)
242;x*y+1*~x-2*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)+4*(x^y)+1*~(x&~y)-6*y-4*(x&~y)+5*(x&y)
243;x*y-12*~(x|y)-10*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)-7*~(x&~y)-2*~x-3*~(x&~x)+12*~(x|~y)+3*(x&~y)
244;x*y+3*~(x|y)-4*~(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)+2*(x|y)-1*x-1*~(x&y)-5*~(x|~y)-5*(x&y)
245;x*y-1*~(x|y)-2*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)+1*~(x^y)-2*(x|~y)-2*(x^y)+4*(x&~y)+1*(x&y)
246;x*y-4*(x&y)-7*~(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-11*y+2*(x^y)-7*~(x|y)+2*~(x|~y)-2*(x&~y)
247;x*y+3*(x&y)-3*~(x^y);(x&y)*(x|y)+(x&~y)*(~x&y)+1*~x+5*~(x&y)-9*~(x|y)-6*~(x|~y)-5*(x&~y)
248;x*y-4*~(x|~y)+6*~(x&~x);(x&y)*(x|y)+(x&~y)*(~x&y)+7*~(x^y)+2*y-1*~(x|y)+6*(x&~y)-3*(x&y)
249;x*y+7*~(x&~x)-16*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)-6*~(x^y)+7*(x^y)-3*~y+3*(x&~y)+13*(x&y)
250;x*y+3*~(x|~y)+1*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+3*(x^y)+2*~y+1*~(x^y)-3*~(x|y)-5*(x&~y)
251;x*y+4*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)-2*(x^y)+2*~(x&y)+4*~(x&~y)-6*~(x|y)-4*~(x|~y)
252;x*y-4*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)+4*(x|y)-6*~y+2*(x|~y)-4*~(x|~y)-6*(x&y)
253;x*y+2*~x+1*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)+1*~(x&y)-11*~(x^y)+12*~(x|y)+1*~(x|~y)+11*(x&y)
254;x*y-3*(x&~y)-16*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)-5*~(x&~x)+2*~y-11*~(x&~y)+14*~(x|y)+16*(x&y)
255;x*y+5*x-4*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+7*~(x&y)+1*~(x&~y)-8*~(x|y)-8*~(x|~y)-2*(x&~y)
256;x*y-2*~(x&y)-3*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)-7*~(x^y)+2*~(x&~y)-4*~(x|~y)-2*(x&~y)+5*(x&y)
257;x*y-2*~(x|y)+2*(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)+5*x+5*(x|y)-5*~(x|~y)-8*(x&~y)-8*(x&y)
258;x*y+4*(x&y)-4*(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*~x-5*~y+6*~(x|y)-3*~(x|~y)+1*(x&~y)
259;x*y-2*x-7*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)-5*~(x&~x)-2*y+5*~(x|y)+3*(x&~y)+5*(x&y)
260;x*y+2*~(x|y)+2*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+2*y-6*(x^y)+2*~y+4*~(x|~y)+4*(x&~y)
261;x*y+1*(x|y)+1*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)-11*~y+2*(x|~y)+9*~(x|y)+1*~(x|~y)+10*(x&~y)
262;x*y+2*~(x&~y)-4*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)-3*(x^y)-2*(x|y)+2*~(x|y)+7*~(x|~y)+5*(x&~y)
263;x*y+7*~(x|~y)-2*(x^y);(x&y)*(x|y)+(x&~y)*(~x&y)+3*~(x^y)+5*y-3*~(x|y)-2*(x&~y)-8*(x&y)
264;x*y-1*~y;(x&y)*(x|y)+(x&~y)*(~x&y)-1*(x|y)+1*(x|~y)-2*~(x|y)+1*~(x|~y)-1*(x&~y)
265;x*y+4*(x&~y)+12*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)+3*(x|~y)+1*(x|y)+11*~(x&~y)-14*~(x|y)-15*(x&y)
266;x*y-7*~(x|y)+4*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)-6*~(x&y)-1*~(x&~x)+11*(x^y)-4*(x&~y)+1*(x&y)
267;x*y-18*~(x|y)+11*~(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)+4*(x|y)-7*~(x^y)+7*~(x|~y)-4*(x&~y)+14*(x&y)
268;x*y-1*~(x&~x)+1*(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)+2*(x|y)+1*y-4*~(x|~y)-2*(x&~y)-3*(x&y)
269;x*y-2*~(x|~y)-2*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)+11*x+1*~x-3*~(x&~x)-8*(x&~y)-8*(x&y)
270;x*y+1*(x^y)+1*~(x^y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*~(x&~y)+2*~(x|y)+2*~(x|~y)+1*(x&~y)+2*(x&y)
271;x*y-2*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)-7*(x^y)+2*~x-2*(x|~y)+5*~(x|~y)+9*(x&~y)
272;x*y+2*y+2*(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)+1*(x|~y)-1*~(x|y)+4*~(x|~y)+1*(x&~y)+3*(x&y)
273;x*y-5*(x|~y)+5*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)-11*~y+7*~x-1*~(x|y)-7*~(x|~y)+6*(x&~y)
274;x*y-1*~(x^y)+5*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+3*~(x&~y)+1*~(x&~x)-5*~(x|y)-4*~(x|~y)-1*(x&~y)
275;x*y-3*x+3*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)+1*~x+2*~y-1*~(x|~y)-5*(x&~y)-3*(x&y)
276;x*y+1*~(x|y)-8*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)+1*(x|~y)-2*(x^y)-7*(x|y)+9*~(x|~y)+6*(x&y)
277;x*y+3*~(x^y)+11*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)+11*~y+5*y-8*~(x|y)-5*~(x|~y)-2*(x&y)
278;x*y+5*~x-7*x;(x&y)*(x|y)+(x&~y)*(~x&y)-5*~(x&~y)+10*~(x|y)+10*~(x|~y)-7*(x&~y)-2*(x&y)
279;x*y-5*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)-7*(x|y)+5*~(x^y)+2*~(x&~x)-7*~(x|y)+5*(x&~y)
280;x*y+1*~(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+11*y+1*x+1*~(x|y)-10*~(x|~y)-12*(x&y)
281;x*y-3*(x|y)+4*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+2*x-1*(x|~y)+1*~(x|y)-3*~(x|~y)-4*(x&~y)
282;x*y+2*~(x^y);(x&y)*(x|y)+(x&~y)*(~x&y)-11*~(x&y)+2*~(x&~x)+11*~(x|y)+9*~(x|~y)+9*(x&~y)
283;x*y-2*~(x|~y)+5*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+5*(x|~y)-2*~(x&y)-1*~y-2*~(x|y)-2*(x&~y)
284;x*y+13*(x&~y)+24*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)+11*~(x&y)+2*(x|~y)+11*~(x&~y)-22*~(x|~y)-13*(x&y)
285;x*y+18*(x&y)+11*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)+7*y+7*~(x^y)+4*(x|~y)-7*~(x|~y)-4*(x&~y)
286;x*y+7*(x^y)-8*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)-2*~(x^y)-6*~(x&~x)+8*~(x|y)+13*~(x|~y)+13*(x&~y)
287;x*y+9*~(x|y)+5*(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)-2*(x|~y)+11*~(x&~x)-6*y-4*(x&~y)+2*(x&y)
288;x*y+7*(x|~y)+3*~(x&~x);(x&y)*(x|y)+(x&~y)*(~x&y)+1*~(x&~y)+9*~(x|y)+2*~(x|~y)+10*(x&~y)+9*(x&y)
289;x*y+7*~(x|~y)-2*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)+5*(x|y)+2*y-2*(x|~y)-3*(x&~y)-5*(x&y)
290;x*y-1*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*(x|~y)+1*~(x&y)-1*~(x^y)-1*~(x|~y)+2*(x&y)
291;x*y+1*(x&y)-4*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-3*(x^y)-2*~y+1*(x|~y)+1*~(x|y)+3*~(x|~y)
292;x*y-8*~(x|~y)-1*(x^y);(x&y)*(x|y)+(x&~y)*(~x&y)-2*~(x&~y)-7*~x+9*~(x|y)-1*(x&~y)+2*(x&y)
293;x*y+7*(x&y)+6*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)+1*~(x&~y)+7*~(x&~x)-1*(x|y)-8*~(x|y)-7*~(x|~y)
294;x*y-5*(x&~y)+2*(x^y);(x&y)*(x|y)+(x&~y)*(~x&y)-6*~y+3*(x|~y)+3*~(x|y)+2*~(x|~y)-3*(x&y)
295;x*y-11*~(x&~x)-3*(x^y);(x&y)*(x|y)+(x&~y)*(~x&y)+4*~(x&y)-15*~(x|y)-18*~(x|~y)-18*(x&~y)-11*(x&y)
296;x*y-1*~(x&~x)+6*y;(x&y)*(x|y)+(x&~y)*(~x&y)+1*~(x&y)-2*~(x|y)+4*~(x|~y)-2*(x&~y)+5*(x&y)
297;x*y+6*~(x&~x)-6*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)+2*x-1*(x|y)+7*~(x|~y)+5*(x&~y)+5*(x&y)
298;x*y-1*~(x&~y)+1*~(x^y);(x&y)*(x|y)+(x&~y)*(~x&y)+7*~y-2*(x^y)-7*~(x|y)+1*~(x|~y)-5*(x&~y)
299;x*y-1*(x&~y)-1*~x;(x&y)*(x|y)+(x&~y)*(~x&y)+5*~(x&~y)-6*~y+5*(x|y)-11*~(x|~y)-10*(x&y)
300;x*y-1*(x&~y)-5*~y;(x&y)*(x|y)+(x&~y)*(~x&y)-3*~(x^y)-6*(x|y)-2*~(x|y)+6*~(x|~y)+9*(x&y)
301;x*y+2*~x-7*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)-2*(x|y)-5*y+2*~(x|y)+9*~(x|~y)+2*(x&~y)
302;x*y+4*(x&y)+8*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)+4*(x|~y)+5*~(x&y)-1*~y-5*~(x|~y)-8*(x&~y)
303;x*y+5*(x&~y)+3*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)-11*~x+5*x-2*~(x^y)+13*~(x|y)+11*~(x|~y)
304;x*y-11*~(x&~x)-1*~x;(x&y)*(x|y)+(x&~y)*(~x&y)+4*(x^y)-12*~(x|y)-16*~(x|~y)-15*(x&~y)-11*(x&y)
305;x*y-5*~(x|y)-11*x;(x&y)*(x|y)+(x&~y)*(~x&y)+2*~(x&~y)-7*~(x&~x)+5*~(x|~y)-4*(x&~y)-6*(x&y)
306;x*y-3*~y+4*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)+2*~(x&y)-1*(x|y)-5*~(x|y)-1*~(x|~y)+1*(x&y)
307;x*y-11*~(x&~x)+6*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)+5*x-5*(x|~y)-11*~(x|~y)-11*(x&~y)-11*(x&y)
308;x*y-4*~(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+2*x-6*(x^y)-4*~(x|y)+2*~(x|~y)-2*(x&y)
309;x*y+3*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+5*y-5*~x-2*(x|~y)+7*~(x|y)+2*(x&~y)
310;x*y+6*(x&~y)-4*~(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)+7*x-1*(x^y)-4*~(x|y)-3*~(x|~y)-11*(x&y)
311;x*y-1*(x&~y)+5*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*~(x&~x)+7*~(x&~y)-1*~(x^y)-5*~(x|y)-6*~(x|~y)
312;x*y+4*~(x|y)-5*(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)+4*~(x&y)+4*(x^y)-13*~(x|~y)-13*(x&~y)-5*(x&y)
313;x*y+4*~(x|~y)-3*~(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)+2*~x-1*(x|y)-5*~(x|y)+1*(x&~y)-2*(x&y)
314;x*y+3*~(x&y)-3*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)-2*(x|~y)+2*~(x^y)+1*(x^y)+2*~(x|~y)+4*(x&~y)
315;x*y+4*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)+4*(x|y)-1*~(x^y)+1*(x|~y)-5*(x&~y)-4*(x&y)
316;x*y+11*~(x|y)+5*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)+7*~y+4*~(x&~x)-6*(x|y)+2*~(x|~y)+2*(x&y)
317;x*y+7*(x&~y)+2*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)+5*x-2*~(x&~x)+4*(x|~y)+2*~(x|~y)-7*(x&y)
318;x*y-1*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-7*~(x&y)+7*(x|~y)-1*(x^y)+8*~(x|~y)-7*(x&y)
319;x*y+2*(x|~y)-2*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-11*~(x&~y)+1*~x+12*~(x|y)+10*~(x|~y)+13*(x&y)
320;x*y+2*~(x|~y)-9*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)-3*~x-7*~y+4*(x^y)+1*~(x&y)+2*(x&~y)
321;x*y+3*(x&~y)-5*~y;(x&y)*(x|y)+(x&~y)*(~x&y)-2*(x|y)-2*y-5*~(x|y)+4*~(x|~y)+4*(x&y)
322;x*y-4*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+11*~y-2*x-2*(x|~y)-9*~(x|y)-7*(x&~y)
323;x*y-8*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+2*~y-7*x-1*(x|~y)-1*~(x|y)+6*(x&~y)
324;x*y-4*~(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-5*~(x^y)+3*y+1*~(x|y)-7*~(x|~y)-2*(x&y)
325;x*y-1*~y-1*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*x-1*y+5*~(x^y)-6*~(x|y)-3*(x&y)
326;x*y-11*(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)-11*~(x&~y)+7*(x^y)+11*~(x|y)-7*~(x|~y)-18*(x&~y)
327;x*y+10*(x&y)-11*~(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*x+11*~(x&y)-22*~(x|y)-22*~(x|~y)-10*(x&~y)
328;x*y+2*~(x|y)-2*~y;(x&y)*(x|y)+(x&~y)*(~x&y)-11*x+5*y-5*~(x|~y)+9*(x&~y)+6*(x&y)
329;x*y+3*(x&~y)+5*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)+2*~x+3*x+3*y-2*~(x|y)-6*(x&y)
330;x*y+1*(x&~y)-1*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*~(x^y)+1*~y+1*~x-1*~(x|y)-1*~(x|~y)
331;x*y-7*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)+1*~(x&~y)-7*~(x&y)-1*y+6*~(x|y)+7*(x&~y)
332;x*y-7*~y;(x&y)*(x|y)+(x&~y)*(~x&y)+4*~(x&y)+5*(x^y)-11*~(x|y)-9*~(x|~y)-16*(x&~y)
333;x*y-11*~(x^y)+3*~(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-2*~(x&y)-6*~(x|y)+5*~(x|~y)+2*(x&~y)-8*(x&y)
334;x*y-18*~(x|y)-23*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-5*x-11*~y-7*~(x&~x)+7*~(x|~y)+12*(x&y)
335;x*y+2*~(x|y)-4*~x;(x&y)*(x|y)+(x&~y)*(~x&y)-2*~(x&~y)+3*(x|y)-5*~(x|~y)-3*(x&~y)-1*(x&y)
336;x*y+1*~(x&~x);(x&y)*(x|y)+(x&~y)*(~x&y)+7*y+2*~y-6*(x|y)-1*~(x|y)+5*(x&~y)
337;x*y-7*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)-7*~x-5*~(x^y)-2*y+12*~(x|y)+9*~(x|~y)
338;x*y+1*~(x|~y)+2*(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)-7*~y+3*~(x&~x)+4*~(x|y)+6*(x&~y)-1*(x&y)
339;x*y+5*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*(x|y)+1*x+5*~(x&~y)-5*~(x|y)-4*~(x|~y)
340;x*y+6*(x&~y)-1*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+7*(x^y)-3*~x-1*~(x&~x)+4*~(x|y)-3*~(x|~y)
341;x*y+11*~(x&~y)-3*(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)+7*(x^y)+8*~(x|y)+4*~(x|~y)-10*(x&~y)+8*(x&y)
342;x*y-2*(x^y)+5*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+3*(x|y)+2*~(x&~y)-2*~(x|y)-7*~(x|~y)-5*(x&~y)
343;x*y-4*~y;(x&y)*(x|y)+(x&~y)*(~x&y)+2*~(x&y)-6*~(x&~y)+4*~(x|~y)-6*(x&~y)+6*(x&y)
344;x*y-1*(x^y)-5*~(x&~x);(x&y)*(x|y)+(x&~y)*(~x&y)+7*(x|~y)-12*~(x|y)-6*~(x|~y)-13*(x&~y)-12*(x&y)
345;x*y-2*~y+5*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)-7*y+3*~(x&~x)+4*~(x|~y)-5*(x&~y)+4*(x&y)
346;x*y-1*~(x^y)-6*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)-2*x-5*~(x&~y)+4*~(x|y)+5*~(x|~y)+2*(x&~y)
347;x*y+7*~y-11*~(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)+2*~(x^y)-6*~(x|y)-11*~(x|~y)+7*(x&~y)-13*(x&y)
348;x*y-10*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)-2*~(x&~y)-3*~x-5*~(x^y)+5*~(x|~y)+7*(x&y)
349;x*y-13*(x&y)+11*~(x&~x);(x&y)*(x|y)+(x&~y)*(~x&y)-2*~y-2*~(x&~y)+15*~(x|y)+13*~(x|~y)+13*(x&~y)
350;x*y-3*~(x&~x);(x&y)*(x|y)+(x&~y)*(~x&y)-1*~(x^y)+2*(x^y)-2*~(x&~y)-3*~(x|~y)-5*(x&~y)
351;x*y+1*~(x^y)+11*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)-2*(x|~y)+11*y+3*~(x|y)+2*(x&~y)-8*(x&y)
352;x*y-11*~(x&~y)-3*~x;(x&y)*(x|y)+(x&~y)*(~x&y)-2*x-14*~(x|y)-14*~(x|~y)+2*(x&~y)-9*(x&y)
353;x*y+1*~x;(x&y)*(x|y)+(x&~y)*(~x&y)-2*~(x&~x)+2*y+3*~(x|y)+1*~(x|~y)+2*(x&~y)
354;x*y+2*~y;(x&y)*(x|y)+(x&~y)*(~x&y)-1*(x|~y)+3*(x|y)+3*~(x|y)-3*~(x|~y)-2*(x&y)
355;x*y-9*(x&y)-6*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)+2*(x|~y)-6*(x^y)-11*x-2*~(x|y)+15*(x&~y)
356;x*y-2*(x^y);(x&y)*(x|y)+(x&~y)*(~x&y)-11*(x|y)+1*x+9*~(x|~y)+8*(x&~y)+10*(x&y)
357;x*y-7*~(x&y)-13*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+4*~x-6*~(x&~y)-7*(x|y)-5*~(x|y)+2*~(x|~y)
358;x*y-2*~(x&~y)+5*~(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*x+3*~(x|y)+3*~(x|~y)+6*(x&~y)-1*(x&y)
359;x*y-3*(x|~y)+14*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+4*~(x&~x)+7*y-7*~(x|y)-11*~(x|~y)-7*(x&~y)
360;x*y+5*(x^y)-3*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)-3*~(x&~x)+1*x+8*~(x|~y)+7*(x&~y)+2*(x&y)
361;x*y+2*~(x&~y)+7*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*y+5*(x^y)+2*~y-2*~(x|~y)+3*(x&y)
362;x*y-7*~(x|~y)+2*(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)+11*x-7*(x^y)+2*~(x|y)-2*(x&~y)-9*(x&y)
363;x*y-3*(x|~y)-4*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)-6*~(x&~y)-1*~(x&~x)+7*~(x|~y)-2*(x&~y)+4*(x&y)
364;x*y-2*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)-2*y-2*~x-2*~(x&~x)+4*~(x&~y)+2*(x&~y)
365;x*y-2*y-5*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)-7*~(x&~y)-6*x+7*~(x|y)+6*(x&~y)+11*(x&y)
366;x*y-1*~(x|~y)-2*~y;(x&y)*(x|y)+(x&~y)*(~x&y)+4*~(x^y)-1*y-6*~(x|y)-2*(x&~y)-3*(x&y)
367;x*y+11*(x&y)+11*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*~(x&~y)+11*(x|~y)+1*~(x^y)-11*~(x|y)+1*~(x|~y)
368;x*y+3*~(x&~y)+4*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)+4*(x|y)+2*~(x^y)+1*~(x|y)-1*~(x|~y)-3*(x&y)
369;x*y-1*~(x|~y)+3*(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*~x-5*~(x^y)+9*~(x|y)+3*(x&~y)+8*(x&y)
370;x*y+5*(x^y)-3*(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)+11*~(x&~y)-14*~(x|y)-6*~(x|~y)+2*(x&~y)-14*(x&y)
371;x*y+7*(x&~y)-7*(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)+1*~(x&~y)-7*~(x^y)+6*~(x|y)-8*~(x|~y)-1*(x&y)
372;x*y+3*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+1*(x|~y)+7*~y+2*x-8*~(x|y)-10*(x&~y)
373;x*y-5*~(x&~x)+5*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+3*~y-1*~x-7*~(x|y)-4*~(x|~y)-8*(x&~y)
