#number;groundtruth;mba
464;(x | y);(((x | (x ^ y)) + (- y)) + y)
465;(x | y);((x | (x & (y + y))) | y)
466;(x | y);(~ ((- x) + (x ^ (~ (x | y)))))
467;(x | y);(x | ((~ x) ^ ((~ x) ^ y)))
468;(x | y);(x + ((~ (x ^ (~ y))) & y))
469;(x | y);((~ (x ^ (y | (~ y)))) | y)
470;(x | y);(~ ((~ ((~ (~ (x | y))) | y)) & (~ y)))
471;(x | y);((x ^ ((x + y) & y)) | y)
472;(x | y);(x | ((x + (- (x & y))) ^ y))
473;(x | y);(~ (~ (x | (~ (x + (~ (x | y)))))))
474;(x | y);((x & (~ ((x | y) & y))) + y)
475;(x | y);(~ (~ ((x & (~ ((~ x) | y))) | y)))
476;(x | y);(((~ (~ (x & (~ y)))) ^ y) | y)
477;(x | y);(x | (((~ x) ^ (~ y)) | y))
478;(x | y);(((x | (x ^ y)) + y) + (- y))
479;(x | y);(~ ((~ x) & (~ ((~ (x | (~ y))) & y))))
480;(x | y);(x | (((x ^ y) & y) & y))
481;(x | y);(x | ((- x) + (x | y)))
482;(x | y);((~ (x | (~ x))) + (x | y))
483;(x | y);((x & (~ (x & y))) + y)
484;(x | y);(~ (~ (((- (~ x)) + (~ (x & y))) | y)))
485;(x | y);((~ (x & (~ (x & y)))) ^ (~ y))
486;(x | y);((- (x + ((- x) + (- x)))) | y)
487;(x | y);(~ ((~ (x & (x & (~ y)))) + (- y)))
488;(x | y);(x | (((~ (- x)) | y) & y))
489;(x | y);(~ ((~ (x ^ y)) & (~ y)))
490;(x | y);(x | ((x | (~ x)) + (- (~ y))))
491;(x | y);((~ ((~ x) ^ (x & y))) + y)
492;(x | y);(x | ((x | (x | y)) & y))
493;(x | y);((~ ((~ x) | y)) | (~ (~ (x | y))))
494;(x | y);(x | (~ (x ^ (x | (~ y)))))
495;(x | y);(x | (((x & y) & y) | y))
496;(x | y);(~ (((~ x) ^ y) + (- (x & y))))
497;(x | y);((((x ^ y) ^ y) | y) | y)
498;(x | y);((- (~ (x | (~ x)))) | (x | y))
499;(x | y);(~ ((~ (x | y)) & (y ^ (~ y))))
500;(x | y);((x ^ (x ^ y)) | (x | y))
501;(x | y);((((~ x) ^ (~ y)) | y) | y)
502;(x | y);((~ ((~ (x & y)) & (~ (x | y)))) | y)
503;(x | y);(x + (~ ((~ (x & y)) ^ y)))
504;(x | y);(~ ((~ x) & ((- x) + (~ ((- x) + y)))))
505;(x | y);(x + (~ (~ ((x ^ y) & y))))
506;(x | y);(~ (~ (x | ((x + (~ x)) & y))))
507;(x | y);(~ (((~ x) & (~ y)) & (~ (x & y))))
508;(x | y);(x | ((- (x & (~ x))) | y))
509;(x | y);(~ ((x ^ (~ x)) & (~ (x | y))))
510;(x | y);(~ ((~ (x & (- (~ x)))) & (~ (x | y))))
511;(x | y);((~ x) ^ (~ ((~ (x & y)) & y)))
512;(x | y);(~ (~ ((x + (- (~ (y | (~ y))))) | y)))
513;(x | y);((~ (((~ x) | y) | y)) + y)
514;(x | y);(- (x + (- (x + (~ (~ (x | y)))))))
515;(x | y);(~ ((~ x) & (~ (x | y))))
516;(x | y);(x | (~ ((x & y) ^ (~ y))))
517;(x | y);(x | (x | (x ^ y)))
518;(x | y);(((x ^ (x & y)) | y) | y)
519;(x | y);(~ ((~ x) + (- ((- (x & y)) + y))))
520;(x | y);(~ ((~ ((- (~ x)) & y)) & (~ (x | y))))
521;(x | y);(~ (~ (x | (~ ((~ x) ^ y)))))
522;(x | y);((x | y) + (~ (y + (~ y))))
523;(x | y);((~ (~ (x | (x & (~ y))))) | y)
524;(x | y);(x | ((~ ((- x) | (~ y))) | y))
525;(x | y);(~ (~ (x | ((~ (x & (- y))) & y))))
526;(x | y);(~ (~ ((x | y) & (y | (~ y)))))
527;(x | y);((x & (x + (- (x & y)))) ^ y)
528;(x | y);(x + ((~ x) & (x ^ y)))
529;(x | y);((~ ((~ ((~ x) & y)) + (- x))) | y)
530;(x | y);(~ (~ ((x & (x ^ (~ x))) | y)))
531;(x | y);(x | ((x & (~ (x & y))) | y))
532;(x | y);(x | (~ (x ^ (~ ((~ x) & y)))))
533;(x | y);(~ (((- x) + (x ^ (~ x))) & (~ y)))
534;(x | y);(~ (((x ^ (~ y)) ^ y) & (~ y)))
535;(x | y);(- ((- x) + (x + (- (x | y)))))
536;(x | y);((~ ((~ x) | y)) | (x | y))
537;(x | y);(((~ (x | y)) | y) ^ (~ y))
538;(x | y);(~ ((~ ((x | y) & (~ y))) + (- y)))
539;(x | y);(~ ((~ (x & (x | y))) & (~ y)))
540;(x | y);(~ ((~ ((x ^ y) | y)) & (~ (x & y))))
541;(x | y);((x & ((- y) + (~ (- y)))) | y)
542;(x | y);(x | (- ((- (~ x)) + (~ (x | y)))))
543;(x | y);((x & (~ ((x + (- y)) & y))) | y)
544;(x | y);((~ (((~ x) ^ y) | y)) | y)
545;(x | y);((x ^ (x | y)) | (x | y))
546;(x | y);(x | (x ^ ((~ x) & y)))
547;(x | y);(x | (~ (~ ((~ (x | (~ y))) & y))))
548;(x | y);((x & (~ ((~ x) ^ y))) + y)
549;(x | y);(~ (~ ((~ ((~ x) & (~ (x & y)))) | y)))
550;(x | y);((x | (~ (~ (x & y)))) | y)
551;(x | y);((x & (~ ((~ (x | y)) | y))) ^ y)
552;(x | y);(((~ ((~ x) & (~ y))) ^ y) | y)
553;(x | y);(~ (((~ (x ^ y)) | y) & (~ y)))
554;(x | y);(x | (~ (x ^ (~ (x ^ y)))))
555;(x | y);(~ (~ (x | (- ((- x) + (x + (- y)))))))
556;(x | y);(x | (~ (x + ((~ x) + (- y)))))
557;(x | y);((~ ((~ x) & (~ (x & (- x))))) | y)
558;(x | y);((~ (~ (x & (~ ((~ x) | y))))) ^ y)
559;(x | y);((x | (x & (x + x))) | y)
560;(x | y);((~ (((~ x) ^ y) | y)) ^ y)
561;(x | y);(~ ((~ ((x ^ y) & (~ y))) ^ y))
562;(x | y);(~ (x ^ (~ ((x & y) ^ y))))
563;(x | y);(x | ((x & (~ x)) + y))
564;(x | y);((~ ((~ x) & (~ ((- x) & y)))) | y)
565;(x | y);((x | (~ (x | (~ y)))) | y)
566;(x | y);(x | ((~ (x & (~ x))) + (- (~ y))))
567;(x | y);(x | (~ ((~ (x | y)) & (~ y))))
568;(x | y);((~ ((~ x) | (~ y))) | (x ^ y))
569;(x | y);((x & (x | (~ (x & y)))) | y)
570;(x | y);(x | (~ ((~ ((~ x) & y)) | (~ y))))
571;(x | y);((x & y) ^ (x ^ y))
572;(x | y);(((x | y) + (~ y)) + (- (~ y)))
573;(x | y);(~ ((~ (x | (x ^ y))) & (~ y)))
574;(x | y);(x | (x + (~ (x | (~ y)))))
575;(x | y);((x & y) | ((x ^ y) | y))
576;(x | y);(((x | y) + (- y)) + y)
577;(x | y);(x | (~ ((~ x) & ((~ x) ^ y))))
578;(x | y);((x & (x | (~ y))) | y)
579;(x | y);((- ((- x) + (~ y))) + (~ (x & y)))
580;(x | y);((~ ((~ x) | y)) + y)
581;(x | y);(~ (~ (x | ((x ^ (~ x)) & y))))
582;(x | y);(~ ((~ (x & (- x))) & (~ (x | y))))
583;(x | y);((~ ((~ x) | ((~ x) | y))) | y)
584;(x | y);(x + (((~ x) & y) & y))
585;(x | y);(x | (~ ((~ (x & (~ x))) & (~ y))))
586;(x | y);(x | ((- x) + ((x ^ y) | y)))
587;(x | y);(x | (x ^ (x ^ (x | y))))
588;(x | y);(x | (((x ^ y) ^ y) ^ y))
589;(x | y);(~ ((~ x) & (~ (((~ x) | y) & y))))
590;(x | y);(x | (((- (x & y)) + y) | y))
591;(x | y);(~ ((~ x) & (~ ((x & y) | y))))
592;(x | y);(~ ((~ x) & (~ (y | (~ (y | (~ y)))))))
593;(x | y);(- ((- (x & (~ y))) + (- y)))
594;(x | y);((x & (x + (~ x))) | y)
595;(x | y);((- (~ (x + (~ (x & y))))) ^ y)
596;(x | y);(~ (~ (x | (~ (x ^ (~ y))))))
597;(x | y);((~ (x | y)) ^ (y + (~ y)))
598;(x | y);(~ (~ (x | (y & (~ (y & (~ y)))))))
599;(x | y);(~ ((~ (x | y)) & ((~ (x | y)) | y)))
600;(x | y);((~ ((~ (x | (x | y))) | y)) | y)
601;(x | y);((x ^ (~ (x | (~ y)))) | y)
602;(x | y);((x ^ (~ ((~ x) | (~ y)))) | y)
603;(x | y);((- (x & (~ x))) + (x | y))
604;(x | y);(~ ((~ (x | y)) + (- (y & (~ y)))))
605;(x | y);((x ^ (((- x) + y) & y)) | y)
606;(x | y);(~ (~ (x | (~ ((~ (x & y)) & (~ y))))))
607;(x | y);((x | ((~ (- x)) & y)) | y)
608;(x | y);(x + (((x & y) ^ y) & y))
609;(x | y);((x & ((x | y) | y)) | y)
610;(x | y);((~ (~ (x & (~ x)))) + (x | y))
611;(x | y);(x | ((~ x) ^ (x ^ (~ y))))
612;(x | y);(x | ((- (~ x)) + ((~ x) + y)))
613;(x | y);((x | (~ x)) + (- (~ (x | y))))
614;(x | y);((x & y) | (~ (x ^ (~ y))))
615;(x | y);((~ ((~ (x & (~ y))) & (~ y))) | y)
616;(x | y);(x + (~ ((x ^ (~ y)) | (~ y))))
617;(x | y);(x | (x + (~ (~ ((~ x) & y)))))
618;(x | y);(x | (~ ((~ x) & (~ (x | y)))))
619;(x | y);(~ (((- x) + (~ y)) + (x & y)))
620;(x | y);(x | (y | (- (y & (~ y)))))
621;(x | y);((x | ((- x) + (x + y))) | y)
622;(x | y);(~ (~ ((~ ((~ x) | y)) | y)))
623;(x | y);(- ((- x) + (- ((- (x & y)) + y))))
624;(x | y);((x ^ ((- (~ x)) & y)) | y)
625;(x | y);((- (~ (x | y))) + (y ^ (~ y)))
626;(x | y);(x | (((- x) + (x + y)) & y))
627;(x | y);(((- x) + (~ (- x))) & (x | y))
628;(x | y);((~ ((~ (x | y)) + y)) + y)
629;(x | y);(~ ((~ x) & (x + (~ (x | y)))))
630;(x | y);((~ ((~ x) | (~ y))) ^ (x ^ y))
631;(x | y);((x ^ (~ (y + (~ y)))) | y)
632;(x | y);(x | (((x ^ y) + y) + (- y)))
633;(x | y);(x | ((x & (x + (- y))) ^ y))
634;(x | y);((x | (((- x) + y) & y)) | y)
635;(x | y);(((- ((- x) + y)) + y) | y)
636;(x | y);(~ (~ (x | (~ (x | (~ ((~ x) & y)))))))
637;(x | y);(x ^ ((~ x) & y))
638;(x | y);((x + (~ x)) ^ (~ (x | y)))
639;(x | y);((x | y) + (~ (y | (~ y))))
640;(x | y);(x | (- (x + (- (x + y)))))
641;(x | y);(x | (~ ((~ ((- x) | y)) | (~ y))))
642;(x | y);(x | (y & ((- y) + (y + y))))
643;(x | y);(~ (((~ x) + (x & y)) + (- y)))
644;(x | y);(~ ((~ (~ (x & (~ y)))) ^ (~ y)))
645;(x | y);(~ (~ (x | (y | (~ (y | (~ y)))))))
646;(x | y);((x | ((x + y) & y)) | y)
647;(x | y);((~ (((~ x) | y) | y)) | y)
648;(x | y);(x ^ (((~ (x & y)) & y) & y))
649;(x | y);((~ ((~ (x & (x | y))) | y)) ^ y)
650;(x | y);(~ (((~ (x | y)) + y) + (- y)))
651;(x | y);((~ x) ^ (x ^ (~ (x | y))))
652;(x | y);(- ((- x) + ((~ (~ (x & y))) + (- y))))
653;(x | y);(x | ((x & y) | y))
654;(x | y);(((~ x) ^ (x | (~ x))) | y)
655;(x | y);(x | (- ((- x) + (- ((- x) + y)))))
656;(x | y);(x | (x + (~ (x + (~ y)))))
657;(x | y);(x | (~ (~ (y & (~ (y & (~ y)))))))
658;(x | y);(x | (x | (x | (x | y))))
659;(x | y);(~ (~ ((~ (x ^ (~ (x & y)))) | y)))
660;(x | y);(x | ((~ (x ^ (~ y))) & y))
661;(x | y);((x + (- (x & (x & y)))) + y)
662;(x | y);((x & (~ ((x & y) & y))) + y)
663;(x | y);((~ (x ^ (~ x))) ^ (x | y))
664;(x | y);((~ x) ^ (~ (~ (x | (~ (x | y))))))
665;(x | y);(x | (x ^ (~ (~ ((~ x) & y)))))
666;(x | y);(x | (x + (- (~ ((~ x) + y)))))
667;(x | y);(~ ((~ x) & ((x & y) ^ (~ y))))
668;(x | y);(x | ((x & (x + x)) | y))
669;(x | y);(~ (~ (((~ ((~ x) | y)) | y) | y)))
670;(x | y);(- ((~ (x | y)) + (- (y + (~ y)))))
671;(x | y);(~ ((~ (x | (~ (~ (x & y))))) & (~ y)))
672;(x | y);(x | ((- x) + (x + (x ^ y))))
673;(x | y);((- (~ (x | y))) + (y | (~ y)))
674;(x | y);(~ (- (x + (- (x ^ (~ (x | y)))))))
675;(x | y);(~ (x ^ (~ ((~ x) & y))))
676;(x | y);((~ ((~ (x | y)) + y)) | y)
677;(x | y);(~ ((~ x) + (- ((~ (x & y)) & y))))
678;(x | y);(~ ((~ x) + (- (~ (~ ((~ x) & y))))))
679;(x | y);((~ (x & (x ^ y))) ^ (~ y))
680;(x | y);(~ (((~ (x | y)) + y) ^ y))
681;(x | y);(x | (~ (~ (y & (y | (~ y))))))
682;(x | y);(x | (x ^ (x | y)))
683;(x | y);((~ (~ ((- x) & y))) | (x | y))
684;(x | y);(~ ((~ x) & (~ ((x | y) & y))))
685;(x | y);(~ (~ ((x & (x | y)) | y)))
686;(x | y);(~ (~ (x | (x | ((~ x) & y)))))
687;(x | y);(x | ((~ x) & ((~ x) & y)))
688;(x | y);((x & ((- x) + (x + x))) | y)
689;(x | y);((~ ((~ x) & (y | (~ y)))) | y)
690;(x | y);(x | (((x | y) + (- y)) + y))
691;(x | y);(x ^ (- (x + (- (~ (~ (x | y)))))))
692;(x | y);((~ (~ (x | y))) + (y & (~ y)))
693;(x | y);(x + ((x ^ (x | y)) & y))
694;(x | y);(~ (x + (- (x + (- (~ (x | y)))))))
695;(x | y);(~ ((~ x) & ((- x) + (x + (~ y)))))
696;(x | y);((~ (~ (x & (~ x)))) ^ (x | y))
697;(x | y);(((x | y) + (- (x & y))) | y)
698;(x | y);(x + ((- x) + (x | (x | y))))
699;(x | y);((~ x) ^ (~ (((~ x) & y) & y)))
700;(x | y);(~ (((~ x) ^ (x | y)) + (- x)))
701;(x | y);((~ ((~ (x ^ y)) | y)) | y)
702;(x | y);(x | (y & (~ (y & (~ y)))))
703;(x | y);((~ ((~ x) & (~ (x & (~ y))))) | y)
704;(x | y);(((x | y) & (~ y)) ^ y)
705;(x | y);((~ x) ^ ((x & y) ^ (~ y)))
706;(x | y);(~ (((~ x) ^ y) & (~ (x & y))))
707;(x | y);(~ (~ ((x | y) & (~ (~ (x | y))))))
708;(x | y);(~ ((~ x) & (~ ((x ^ y) & y))))
709;(x | y);(~ ((~ ((x | y) + (- y))) ^ y))
710;(x | y);((x | y) | ((x | y) | y))
711;(x | y);((~ ((~ x) | (x & y))) | y)
712;(x | y);(x | (~ (~ ((x | (~ x)) & y))))
713;(x | y);((x + (~ (y + (~ y)))) | y)
714;(x | y);(x + (- (~ ((~ x) + (x | y)))))
715;(x | y);(~ ((~ (x | y)) & (~ (x & (~ y)))))
716;(x | y);(~ ((~ x) & (x ^ (~ ((~ x) & y)))))
717;(x | y);((~ ((~ x) | ((~ x) & y))) | y)
718;(x | y);(~ ((~ x) & (~ ((x & (~ x)) | y))))
719;(x | y);(~ ((~ ((x ^ y) | y)) | (~ (x | y))))
720;(x | y);(~ ((~ x) & ((~ x) ^ (x | y))))
721;(x | y);(~ (((~ (x & (~ y))) + (- y)) & (~ y)))
722;(x | y);((((x ^ y) | y) + (- y)) ^ y)
723;(x | y);(x + (x ^ (x | (x ^ y))))
724;(x | y);(~ ((~ x) & (~ ((~ (x & (~ y))) & y))))
725;(x | y);(x | ((- x) + (~ ((- x) + (~ y)))))
726;(x | y);(((x + y) + (- y)) | (x | y))
727;(x | y);(x + ((- (~ (~ (x & y)))) + y))
728;(x | y);(~ ((x ^ (~ (x & y))) & (~ (x | y))))
729;(x | y);(x | ((~ (~ (x & (~ x)))) ^ y))
730;(x | y);(x | (~ (~ ((x & (~ x)) | y))))
731;(x | y);((- (x & (x & y))) + (x + y))
732;(x | y);(x ^ (~ (x | (~ y))))
733;(x | y);(((~ ((~ x) & (~ y))) + y) + (- y))
734;(x | y);(x | (~ ((x & (- y)) | (~ y))))
735;(x | y);(~ ((~ (x & (~ (y & (~ y))))) & (~ y)))
736;(x | y);((((~ x) | y) | y) ^ (~ y))
737;(x | y);((x ^ (y & (~ (- y)))) | y)
738;(x | y);(x | (((~ (x & y)) & y) | y))
739;(x | y);(~ (~ (x | (~ (~ (x | (x | y)))))))
740;(x | y);(x | ((- (~ (x | (~ x)))) + y))
741;(x | y);((~ ((x ^ (~ (x & y))) | y)) ^ y)
742;(x | y);(- ((- (~ ((~ (x | y)) | y))) + (- y)))
743;(x | y);((x | ((x + (- y)) & y)) | y)
744;(x | y);(- ((- x) + (- ((~ (x & y)) & y))))
745;(x | y);((~ ((~ (x & (x ^ y))) | y)) + y)
746;(x | y);((~ (x ^ (~ ((~ x) & y)))) | y)
747;(x | y);(~ ((~ ((x ^ y) | y)) & (~ y)))
748;(x | y);((x ^ ((x & y) ^ y)) | y)
749;(x | y);(~ (~ ((x & (~ ((- x) & y))) | y)))
750;(x | y);(x | (~ (~ (y & (y ^ (~ y))))))
751;(x | y);(x | (((- (x & y)) + y) & y))
752;(x | y);(~ (~ ((x + (~ x)) & (x | y))))
753;(x | y);(x | ((~ (~ (x & (- x)))) | y))
754;(x | y);(x | ((x & (~ y)) ^ y))
755;(x | y);((~ (((~ x) ^ y) ^ y)) | y)
756;(x | y);(x | ((x ^ (x & y)) | y))
757;(x | y);(x | (- ((x & y) + (- y))))
758;(x | y);(x | (- (x ^ (x ^ (- y)))))
759;(x | y);((x & (x | (x | y))) | y)
760;(x | y);(x ^ (~ (x | (~ (x ^ y)))))
761;(x | y);((x ^ (~ ((~ y) | (- y)))) | y)
762;(x | y);(((~ ((~ x) | y)) & (~ y)) + y)
763;(x | y);(~ (((~ x) ^ (x & y)) + (- y)))
764;(x | y);((x | (~ ((~ y) | (- y)))) | y)
765;(x | y);(x | (~ ((~ y) | (~ (y | (~ y))))))
766;(x | y);(~ (~ ((x ^ ((- x) & y)) | y)))
767;(x | y);(~ (~ ((~ (x | (~ x))) | (x | y))))
768;(x | y);(x ^ (~ (x ^ (~ (x | y)))))
769;(x | y);(~ ((~ x) & (x ^ (x ^ (~ y)))))
770;(x | y);((~ (((~ x) & (~ y)) | y)) + y)
771;(x | y);(x | ((x + ((- x) + y)) & y))
772;(x | y);((- x) + (x + ((x | y) | y)))
773;(x | y);(x | (((~ x) | y) ^ (~ y)))
774;(x | y);(~ (~ (x | ((~ x) ^ (~ y)))))
775;(x | y);(((~ x) ^ (~ (x & y))) ^ y)
776;(x | y);(~ (~ (x | (~ (~ ((~ x) & y))))))
777;(x | y);(~ (~ (x | ((~ x) & y))))
778;(x | y);((x | ((x & y) ^ y)) | y)
779;(x | y);(~ ((~ ((x | y) | y)) & (~ y)))
780;(x | y);((x & (~ ((x & y) | y))) + y)
781;(x | y);((- (x & (~ (x | y)))) + (x | y))
782;(x | y);(~ (~ (x | ((~ (x & y)) & y))))
783;(x | y);((x | y) | ((~ (x & y)) & y))
784;(x | y);((x | y) + (- ((~ (x | y)) & y)))
785;(x | y);(x + (x ^ (x | y)))
786;(x | y);(~ ((x ^ (~ (y & (- y)))) & (~ y)))
787;(x | y);(~ (- (x + (- (~ (~ (x | (~ y))))))))
788;(x | y);((x | ((- x) + (x + x))) | y)
789;(x | y);(~ ((~ x) & (~ ((~ (x & (- x))) & y))))
790;(x | y);(~ ((~ (x & (~ y))) + (- y)))
791;(x | y);(x | (x ^ ((x & y) | y)))
792;(x | y);((x & (~ (x & y))) | y)
793;(x | y);(x | (((x + x) & y) | y))
794;(x | y);(~ ((~ x) & (x + (~ (x + y)))))
795;(x | y);(x ^ ((- (~ (~ (x & y)))) + y))
796;(x | y);(~ (((~ x) | (- x)) & (~ (x | y))))
797;(x | y);((~ (~ (x | y))) + (- (~ (y | (~ y)))))
798;(x | y);(x ^ ((~ (x & y)) & y))
799;(x | y);(~ (~ (x | ((~ (x & (- x))) & y))))
800;(x | y);((x + (- (x + (- (x ^ y))))) | y)
801;(x | y);((x & (x ^ y)) | (x | y))
802;(x | y);(~ ((~ x) & ((- y) + (y | (~ y)))))
803;(x | y);(~ (~ (x | (~ (~ ((x ^ y) & y))))))
804;(x | y);(x + ((~ (x & y)) + (- (~ y))))
805;(x | y);((- (((- x) + y) + (- y))) | y)
806;(x | y);((x | (~ x)) ^ (~ (x | y)))
807;(x | y);(~ (~ ((x + (- (y & (~ y)))) | y)))
808;(x | y);(((x | (x | y)) + (- y)) ^ y)
809;(x | y);((~ ((~ x) | (~ (x & (~ y))))) + y)
810;(x | y);((- x) + (x + (~ ((~ x) & (~ y)))))
811;(x | y);(((x & (~ y)) ^ y) | y)
812;(x | y);(~ ((~ (x | y)) | (- (~ (y | (~ y))))))
813;(x | y);((~ (- (~ ((~ x) | y)))) + (- (~ y)))
814;(x | y);(~ ((~ (x + (- (x & y)))) + (- y)))
815;(x | y);(~ ((~ (x & (~ y))) & (~ y)))
816;(x | y);(~ (~ ((x & (x ^ y)) | y)))
817;(x | y);(~ ((~ (x ^ y)) & (~ (x | y))))
818;(x | y);(- ((- (~ (- x))) + (x | (~ y))))
819;(x | y);((x & (y | (~ y))) | y)
820;(x | y);((~ ((~ (x ^ y)) | y)) ^ y)
821;(x | y);((x & (- (x & (- x)))) | y)
822;(x | y);(x ^ ((~ (~ (x & y))) ^ y))
823;(x | y);(~ ((~ ((- x) + (x + x))) & (~ y)))
824;(x | y);(~ (x ^ (~ ((~ (x & y)) & y))))
825;(x | y);((~ (x & (~ x))) + (- (~ (x | y))))
826;(x | y);(~ ((~ x) ^ (~ (x | (~ (x | y))))))
827;(x | y);(~ ((~ (x | y)) | (- (y & (~ y)))))
828;(x | y);(x | ((~ ((x & y) & y)) & y))
829;(x | y);(~ (~ ((~ ((~ (x ^ y)) | y)) | y)))
830;(x | y);((x | (x + ((- x) + y))) | y)
831;(x | y);(x ^ ((- (~ ((~ x) | (~ y)))) + y))
832;(x | y);((~ (~ (x & (~ (x & (~ x)))))) | y)
833;(x | y);((((x ^ y) ^ y) ^ y) | y)
834;(x | y);(x | ((~ (x | (~ (x & y)))) | y))
835;(x | y);(x | (~ (x + (~ (x | y)))))
836;(x | y);(((x & (x ^ y)) ^ y) | y)
837;(x | y);(x | ((- (~ y)) + (y + (~ y))))
838;(x | y);(~ (~ ((x | (~ (x | (~ y)))) | y)))
839;(x | y);((~ ((~ ((x ^ y) | y)) | y)) | y)
840;(x | y);(~ (((x ^ (~ y)) | y) & (~ y)))
841;(x | y);(~ ((~ x) & (~ ((x & (~ y)) | y))))
842;(x | y);(x + ((~ (x | (~ (x | y)))) & y))
843;(x | y);(x ^ (~ (x | (x ^ (~ y)))))
844;(x | y);(x | ((~ (~ ((- x) & y))) | y))
845;(x | y);(~ ((~ x) + (- ((x & y) ^ y))))
846;(x | y);(~ ((- (x & (~ x))) | (~ (x | y))))
847;(x | y);(((- x) + (x + y)) | (x | y))
848;(x | y);((x | ((x + y) + (- y))) | y)
849;(x | y);(- ((~ ((~ x) & y)) + (- (~ (- x)))))
850;(x | y);(~ (- ((- x) + (x + (- (~ (x | y)))))))
851;(x | y);(~ ((~ x) & (~ ((~ (x & (~ x))) & y))))
852;(x | y);((x | (x & (~ (x & y)))) | y)
853;(x | y);(x | ((x ^ (~ (x & y))) & y))
854;(x | y);((~ ((~ x) | (- y))) | (x | y))
855;(x | y);(~ ((x ^ (y + (~ y))) & (~ y)))
856;(x | y);(x | (y | (y & (~ (- y)))))
857;(x | y);(x | (~ (((~ x) | y) & (~ y))))
858;(x | y);(~ ((~ (x | (~ ((~ x) | y)))) & (~ y)))
859;(x | y);(~ ((~ x) & (~ ((~ (x & (- y))) & y))))
860;(x | y);(x | (~ (x | (~ (x ^ y)))))
861;(x | y);(~ (x ^ (x ^ (~ (x | y)))))
862;(x | y);(((~ x) + (- (~ (x + x)))) | y)
863;(x | y);((~ x) ^ (x | (x | (~ y))))
864;(x | y);((~ ((~ (x ^ y)) | y)) + y)
865;(x | y);((- x) + (- ((- x) + (- (x | y)))))
866;(x | y);((x | y) | y)
867;(x | y);(x | ((~ ((~ x) | y)) ^ y))
868;(x | y);(x + (~ (~ ((~ x) & y))))
869;(x | y);((- (~ (x | (~ x)))) + (x | y))
870;(x | y);(x | (~ (~ ((x & (- y)) | y))))
871;(x | y);(~ (~ (x | ((x & (- x)) | y))))
872;(x | y);((x | y) ^ (~ (y ^ (~ y))))
873;(x | y);((~ ((~ (x & (~ y))) | y)) ^ y)
874;(x | y);(~ (x ^ (x + (~ (x | y)))))
875;(x | y);(~ ((~ (x | y)) & (~ (y & (- y)))))
876;(x | y);((x + (~ (x | (~ (x & y))))) | y)
877;(x | y);(~ (~ (((x | y) | y) | y)))
878;(x | y);((x | (x ^ y)) | (x | y))
879;(x | y);((~ ((~ x) | ((~ x) | y))) ^ y)
880;(x | y);(x + ((~ x) + (- (~ (x | y)))))
881;(x | y);(x | (~ (y ^ (y ^ (~ y)))))
882;(x | y);(~ ((~ (x | y)) & (y | (~ y))))
883;(x | y);(((~ (x & y)) + (- (~ (x | y)))) | y)
884;(x | y);((- ((~ (x | y)) + (- (~ y)))) | y)
885;(x | y);((~ (x & (~ y))) ^ (~ y))
886;(x | y);(x | ((~ ((~ x) & (~ y))) + (- x)))
887;(x | y);((~ ((~ (x & (x ^ y))) | y)) ^ y)
888;(x | y);(~ ((((~ x) ^ y) | y) & (~ y)))
889;(x | y);(x | ((~ (x + (~ x))) ^ y))
890;(x | y);(x | ((x & (- (~ y))) ^ y))
891;(x | y);(~ (((~ (x + y)) + y) & (~ y)))
892;(x | y);(~ ((~ (x | y)) & (~ (y & (- (~ y))))))
893;(x | y);(x | (x | (~ (~ ((~ x) & y)))))
894;(x | y);(((x | y) ^ y) | y)
895;(x | y);((x | y) | ((x ^ y) & y))
896;(x | y);(x | (((~ (x | y)) | y) & y))
897;(x | y);(x | (~ ((~ y) & (~ (y & (~ y))))))
898;(x | y);(~ ((~ x) & (~ ((~ x) & (x ^ y)))))
899;(x | y);((x + (- (~ (x | (~ (x & y)))))) | y)
900;(x | y);(x | (~ (~ (y | (y & (- y))))))
901;(x | y);(~ ((~ (x | y)) & (~ (~ (y | (~ y))))))
902;(x | y);(~ (((x | y) + (- y)) ^ (~ y)))
903;(x | y);(~ ((x + (~ x)) ^ (x | y)))
904;(x | y);((x | y) + (- (~ (~ (y & (~ y))))))
905;(x | y);(x | (~ ((~ (x & (- x))) ^ y)))
906;(x | y);((~ (~ (x & (~ (x & y))))) + y)
907;(x | y);(x | (~ (((~ x) ^ y) | (~ y))))
908;(x | y);(x | ((x + y) + (- (x & y))))
909;(x | y);(~ ((~ (x | y)) & (~ (y & (~ y)))))
910;(x | y);((x | y) | (x & (~ (- y))))
911;(x | y);(x ^ (~ ((~ (x & y)) ^ y)))
912;(x | y);(~ ((~ (x | y)) & (~ (x ^ y))))
913;(x | y);(x | (~ (x | (~ (x | (x | y))))))
914;(x | y);((x ^ (- (y | (- y)))) | y)
915;(x | y);((x & (~ (y & (y + y)))) | y)
916;(x | y);((~ ((- x) + (x | (~ x)))) | y)
917;(x | y);(x | (~ (x | (~ (x | y)))))
918;(x | y);(~ ((~ x) & (x | (~ (x ^ y)))))
919;(x | y);(~ ((~ x) & ((~ x) + (- ((- x) + y)))))
920;(x | y);((x & (x | (x + x))) | y)
921;(x | y);((~ (~ (x | y))) | (x & (~ y)))
922;(x | y);((x & (x ^ y)) | y)
923;(x | y);((~ ((~ x) & (~ y))) | y)
