#number;groundtruth;mba
452;(x - y);(x + (- (((~ x) & y) | y)))
453;(x - y);(x + (- ((- x) + (- ((- x) + (- y))))))
454;(x - y);(x + ((~ x) + (- (~ (x + (- y))))))
455;(x - y);(~ (x + (- (x + (- (~ (x + (- y))))))))
456;(x - y);((x + (- y)) | (~ (~ (y & (~ y)))))
457;(x - y);(x + (y + ((- y) + (- y))))
458;(x - y);(x + (- ((- (~ y)) + (y | (~ y)))))
459;(x - y);((x & (x | (x + (- y)))) + (- y))
460;(x - y);((x + (x & (~ (x | y)))) + (- y))
461;(x - y);(~ ((~ (x & (y ^ (~ y)))) + y))
462;(x - y);((~ (x | (~ (x & y)))) + (x + (- y)))
463;(x - y);((~ ((~ (x + (- y))) + (- y))) + (- y))
464;(x - y);(x + (- ((- (~ (x | (~ x)))) ^ y)))
465;(x - y);((x & (x | (- x))) + (- y))
466;(x - y);((- ((- x) + y)) + (- (~ (x | (~ x)))))
467;(x - y);((- (x ^ (x ^ (- x)))) + (- y))
468;(x - y);((x & (~ ((~ (x | y)) & y))) + (- y))
469;(x - y);((~ (x + (- y))) ^ (y ^ (~ y)))
470;(x - y);((- (~ x)) + ((x ^ (~ x)) ^ y))
471;(x - y);(~ (~ ((~ (x & (~ x))) & (x + (- y)))))
472;(x - y);(~ (x ^ (x ^ ((~ x) + y))))
473;(x - y);(- ((((- x) ^ y) ^ y) + y))
474;(x - y);(x + (- (~ ((~ y) | (~ (y | (- y)))))))
475;(x - y);((- (~ (x & (~ x)))) + (x + (~ y)))
476;(x - y);(((x + (- (~ y))) + (- y)) + (~ y))
477;(x - y);((~ (x + (- y))) ^ (y | (~ y)))
478;(x - y);(~ (- (~ ((~ x) + (~ (- y))))))
479;(x - y);(x + ((- y) + (~ (y | (~ y)))))
480;(x - y);((x ^ (~ (x ^ (~ x)))) + (- y))
481;(x - y);(~ ((~ (x + x)) + (x + y)))
482;(x - y);(x + (- ((((- x) + y) | y) & y)))
483;(x - y);(- (((- x) + y) + (~ (x | (~ x)))))
484;(x - y);((~ x) + (- ((- x) + (~ (x + (- y))))))
485;(x - y);(x + (- ((~ x) + ((- (~ x)) + y))))
486;(x - y);(x + (- (~ ((x | (~ x)) & (~ y)))))
487;(x - y);((- (x + ((- x) + (- x)))) + (- y))
488;(x - y);(~ ((x + (~ (x + x))) + y))
489;(x - y);(((~ x) + y) ^ (y | (~ y)))
490;(x - y);(((x + (- y)) ^ (~ y)) ^ (~ y))
491;(x - y);(x + (- (~ (y + (- (y + (- (~ y))))))))
492;(x - y);(- (((- x) + (- x)) + (x + y)))
493;(x - y);(x + (- ((x | (~ x)) & y)))
494;(x - y);((- ((- x) + y)) | (~ (x | (~ x))))
495;(x - y);((~ (x ^ (x ^ (~ x)))) + (- y))
496;(x - y);((x + (- y)) ^ (y & (~ y)))
497;(x - y);(x + (- (~ ((~ (x & (~ x))) & (~ y)))))
498;(x - y);(((- (~ x)) + (~ y)) | (x + (- y)))
499;(x - y);(x + (- (~ ((x ^ (~ x)) ^ y))))
500;(x - y);(x + (- ((~ (x | (~ x))) ^ y)))
501;(x - y);(((~ ((~ x) + (- x))) + (- x)) + (- y))
502;(x - y);((~ ((~ x) + y)) | (x + (- y)))
503;(x - y);(- (x ^ (x ^ ((- x) + y))))
504;(x - y);(x + (- (~ ((~ ((- x) | y)) | (~ y)))))
505;(x - y);((- (((- x) ^ y) ^ y)) + (- y))
506;(x - y);(~ (~ ((x + (- y)) & (y | (~ y)))))
507;(x - y);((x + (- (~ x))) + (~ (x + y)))
508;(x - y);(~ (((~ x) + y) | (~ (y | (~ y)))))
509;(x - y);((x | (~ (~ (x & (~ y))))) + (- y))
510;(x - y);(- ((- x) + ((~ (x & (~ x))) & y)))
511;(x - y);(~ ((((~ x) + y) ^ y) ^ y))
512;(x - y);(~ ((~ (x & (x | (~ x)))) + y))
513;(x - y);((x & (x | (- (~ x)))) + (- y))
514;(x - y);(- ((- ((x + (- y)) + (- y))) + (- y)))
515;(x - y);((- x) + (x + (- (~ (x + (~ y))))))
516;(x - y);((x + (- (~ y))) + (~ (y + y)))
517;(x - y);((- ((- x) + (y + y))) + y)
518;(x - y);(x + (- (y ^ (- (~ (y | (~ y)))))))
519;(x - y);((~ ((x ^ (~ y)) ^ y)) + (- y))
520;(x - y);(x + (- (~ ((~ (x & (~ x))) + (- y)))))
521;(x - y);((x + (~ (y ^ (~ y)))) + (- y))
522;(x - y);(x + (- (~ (~ (y | (y & (~ y)))))))
523;(x - y);((- (~ (x + (~ x)))) + (x + (- y)))
524;(x - y);((~ (~ (x & (~ (~ (x | y)))))) + (- y))
525;(x - y);(x + ((- y) & (y ^ (~ y))))
526;(x - y);((x & (x + (~ x))) + (- y))
527;(x - y);(x ^ (~ (x ^ ((~ x) + y))))
528;(x - y);(x + (- (~ ((x + (~ x)) & (~ y)))))
529;(x - y);(x + (- (~ ((- y) + (y ^ (~ y))))))
530;(x - y);(x + (- (~ (~ ((x | y) & y)))))
531;(x - y);((~ (~ (x | (~ (x | (~ x)))))) + (- y))
532;(x - y);((~ (~ (x & (x ^ (~ x))))) + (- y))
533;(x - y);((x & (x | ((- x) + y))) + (- y))
534;(x - y);((~ (~ (x & (y | (~ y))))) + (- y))
535;(x - y);(((~ ((~ x) + y)) + y) + (- y))
536;(x - y);((- ((- x) + y)) & (x + (~ x)))
537;(x - y);(x + (- (y | (~ ((~ y) | (- y))))))
538;(x - y);(((~ x) ^ (x ^ (~ x))) + (- y))
539;(x - y);(- ((- x) + (- (y + (- (y + y))))))
540;(x - y);(~ ((- x) + (~ ((- x) + (x + (- y))))))
541;(x - y);(~ ((~ (x & (~ x))) ^ (x + (- y))))
542;(x - y);(x + (- (~ ((- y) + (~ (y & (~ y)))))))
543;(x - y);((x & ((~ (x & y)) | y)) + (- y))
544;(x - y);(~ (~ ((x & (~ x)) | (x + (- y)))))
545;(x - y);(x + (- (((x + y) & y) | y)))
546;(x - y);((x | ((x & y) & y)) + (- y))
547;(x - y);((x + (- (~ (~ (x & (~ x)))))) + (- y))
548;(x - y);((~ ((~ x) & (x + (~ x)))) + (- y))
549;(x - y);(((~ ((~ x) + y)) ^ y) ^ y)
550;(x - y);((- (~ x)) + (~ ((~ (x & (~ y))) & y)))
551;(x - y);((~ ((~ x) & (~ (x & (- x))))) + (- y))
552;(x - y);(x + (- ((~ (~ ((- x) | y))) & y)))
553;(x - y);((x | ((- x) + (x + x))) + (- y))
554;(x - y);((x | (x + (- (x & y)))) + (- y))
555;(x - y);((x | (x & (x + y))) + (- y))
556;(x - y);(x + (- ((- (~ y)) + (y ^ (~ y)))))
557;(x - y);(x + (- ((x & y) | y)))
558;(x - y);((x | (x & y)) + (- y))
559;(x - y);(~ ((~ ((x + y) + (- y))) + y))
560;(x - y);(~ ((((~ x) + y) + y) + (- y)))
561;(x - y);((- (~ (~ (x & (~ x))))) + (x + (- y)))
562;(x - y);((- (((- x) + y) + (- y))) + (- y))
563;(x - y);((x & (x ^ (~ (x | y)))) + (- y))
564;(x - y);(~ (~ ((~ (x | (~ x))) | (x + (- y)))))
565;(x - y);(x + (- (((x + (- y)) | y) & y)))
566;(x - y);(~ ((x ^ (~ (y & (~ y)))) + y))
567;(x - y);(x + (- ((~ (~ ((~ x) | y))) & y)))
568;(x - y);(x + (- (y & (~ ((~ y) & (- y))))))
569;(x - y);(((~ x) ^ (~ (x & (~ x)))) + (- y))
570;(x - y);((~ (~ (x | (x & (~ x))))) + (- y))
571;(x - y);(x + ((- (x | (~ x))) + (~ y)))
572;(x - y);(x + (x + (- (~ ((- x) + (~ y))))))
573;(x - y);(- ((- (~ (- x))) + (~ (- y))))
574;(x - y);((~ (x | (~ x))) + (x + (- y)))
575;(x - y);((~ (((~ x) ^ y) ^ y)) + (- y))
576;(x - y);(- (x + ((- x) + (- (x + (- y))))))
577;(x - y);((x & (x | (x + x))) + (- y))
578;(x - y);((x & (x | (x + y))) + (- y))
579;(x - y);((- ((- x) + y)) + (~ (~ (x & (~ x)))))
580;(x - y);(- (x + (- ((x + x) + (- y)))))
581;(x - y);((~ ((- x) + (~ (x & (~ x))))) + (- y))
582;(x - y);((- (~ x)) + (~ (((- x) & y) | y)))
583;(x - y);((x | (~ (~ (y & (~ y))))) + (- y))
584;(x - y);((x & (~ ((~ x) & (- x)))) + (- y))
585;(x - y);(x + ((~ (x | (~ x))) | (- y)))
586;(x - y);(((- ((- x) + y)) + y) + (- y))
587;(x - y);(~ ((~ (x | (y & (~ y)))) + y))
588;(x - y);(x + (- (y | (~ (y | (~ y))))))
589;(x - y);(- ((- ((x + (- y)) + y)) + y))
590;(x - y);(x + (- (y ^ (~ (~ (y & (~ y)))))))
591;(x - y);(x + (- (~ ((x & (~ x)) | (~ y)))))
592;(x - y);((x ^ (- (y & (~ y)))) + (- y))
593;(x - y);(x + ((- y) | (y & (- y))))
594;(x - y);(- ((- x) + ((x + (~ x)) & y)))
595;(x - y);(((x + (~ y)) + (- y)) + (- (~ y)))
596;(x - y);(((- ((- x) + (- y))) + (- y)) + (- y))
597;(x - y);((~ (~ (x & (y + (~ y))))) + (- y))
598;(x - y);(x + (- ((x + (~ x)) + (- (~ y)))))
599;(x - y);(x + (- (y & (~ (~ (y | (~ y)))))))
600;(x - y);(~ (((~ x) + y) | (~ (x | (~ x)))))
601;(x - y);((- ((~ x) + y)) + (~ (x & (~ x))))
602;(x - y);(x + (- (~ (y + (~ (y + y))))))
603;(x - y);((x + (~ x)) + (- (~ (x + (- y)))))
604;(x - y);((x + (- y)) & (~ (~ (y | (~ y)))))
605;(x - y);(~ ((~ ((x + (- y)) ^ y)) ^ y))
606;(x - y);(- ((- x) + ((~ (x | (~ y))) | y)))
607;(x - y);(x + (- ((~ (~ (x | (~ x)))) & y)))
608;(x - y);(x + (- (x + ((- x) + y))))
609;(x - y);((- ((~ x) | y)) + (~ ((~ x) & y)))
610;(x - y);(- (((- x) + (~ (x | (~ x)))) + y))
611;(x - y);((- ((- x) + y)) + (~ (x | (~ (x & y)))))
612;(x - y);((- x) ^ ((- x) ^ (x + (- y))))
613;(x - y);((- ((~ x) + (- x))) + (~ (x + y)))
614;(x - y);(x + (- (y ^ (- (y & (~ y))))))
615;(x - y);(~ (((- x) + (x | (~ x))) + y))
616;(x - y);(((~ x) ^ (~ (y & (~ y)))) + (- y))
617;(x - y);(- ((- (x | (x & y))) + y))
618;(x - y);((x | (x & (- x))) + (- y))
619;(x - y);((x | (y & (~ y))) + (- y))
620;(x - y);(x + (- (~ (~ (y & (y | (- y)))))))
621;(x - y);(x + (- ((- x) + (x + y))))
622;(x - y);((x + (~ (~ (y & (~ y))))) + (- y))
623;(x - y);((~ ((~ (x ^ y)) ^ y)) + (- y))
624;(x - y);(((x + (- y)) ^ y) ^ y)
625;(x - y);(x + (~ ((~ y) + (y + y))))
626;(x - y);(x + (- (y | (y & (y + y)))))
627;(x - y);(~ (((~ x) | (~ (x | y))) + y))
628;(x - y);(x + (~ (y + (y ^ (~ y)))))
629;(x - y);((- (~ x)) + ((~ (x | y)) | (~ y)))
630;(x - y);((- ((- x) + (- x))) + (- (x + y)))
631;(x - y);((- ((~ x) & y)) + (x & (~ y)))
632;(x - y);((- (~ x)) + (~ ((~ (x | (~ y))) | y)))
633;(x - y);(- (~ (x + (~ ((x & y) | y)))))
634;(x - y);(x + (- (((~ (x | y)) & y) + y)))
635;(x - y);((~ ((~ x) & (~ (y & (~ y))))) + (- y))
636;(x - y);(- ((- x) + ((x & y) | y)))
637;(x - y);((x ^ ((~ (x | y)) & y)) + (- y))
638;(x - y);((- (x + (- (x + x)))) + (- y))
639;(x - y);((~ (x | (~ x))) | (x + (- y)))
640;(x - y);((x & (x | (y + y))) + (- y))
641;(x - y);((x | (~ (x & y))) & (x + (- y)))
642;(x - y);((x & (x + (~ (x | y)))) + (- y))
643;(x - y);((x & (x | y)) + (- y))
644;(x - y);(x + ((~ x) + (- ((~ x) + y))))
645;(x - y);(x + (- ((x ^ (~ x)) & y)))
646;(x - y);(x + (~ (y + (y + (~ y)))))
647;(x - y);(x + ((~ ((~ x) + y)) + (- x)))
648;(x - y);(~ ((- x) + ((x + (~ x)) + y)))
649;(x - y);((x | (x & (x + (- y)))) + (- y))
650;(x - y);((x ^ (- (x & (~ x)))) + (- y))
651;(x - y);((x + (- (y + (- (~ y))))) + (- (~ y)))
652;(x - y);(x + ((x & (~ (x | y))) + (- y)))
653;(x - y);((x & (~ (x & (~ x)))) + (- y))
654;(x - y);(~ ((~ (x | (x & (~ x)))) + y))
655;(x - y);(x + (- ((- (~ (x + (~ x)))) + y)))
656;(x - y);(x + (- ((- (~ x)) + ((~ x) + y))))
657;(x - y);((x | (- (y & (~ y)))) + (- y))
658;(x - y);(((- x) ^ (x ^ (- x))) + (- y))
659;(x - y);((- (~ x)) + (~ ((- x) + (x + y))))
660;(x - y);(x + ((- y) + (~ (y + (~ y)))))
661;(x - y);((- (~ x)) + (x + (- (x + (- (~ y))))))
662;(x - y);(x + (- (~ (~ ((~ (x | (~ x))) | y)))))
663;(x - y);(x + ((- (x ^ (~ x))) + (~ y)))
664;(x - y);(x + (- (((x ^ y) | y) & y)))
665;(x - y);(x + (- (y + (- (~ (~ (y & (~ y))))))))
666;(x - y);(x + (- ((~ ((~ (x & y)) | y)) | y)))
667;(x - y);(x ^ ((~ x) ^ ((~ x) + y)))
668;(x - y);((- (~ x)) + ((x + (~ x)) + (- y)))
669;(x - y);(x + (- (y | (y & (- y)))))
670;(x - y);((~ (x ^ (~ (x & (~ x))))) + (- y))
671;(x - y);((~ (x + (~ x))) ^ (x + (- y)))
672;(x - y);(~ ((~ (x | (~ (y | (~ y))))) + y))
673;(x - y);(~ ((x + (~ x)) & (~ (x + (- y)))))
674;(x - y);((- ((- x) + y)) + (~ (x | (~ x))))
675;(x - y);(~ ((x + (- y)) ^ (~ (y & (~ y)))))
676;(x - y);(((x + y) + (- y)) + (- y))
677;(x - y);(x + ((x & (~ x)) + (- y)))
678;(x - y);((~ (~ (x & (~ ((~ x) & y))))) + (- y))
679;(x - y);(x + ((~ (~ (x & (~ x)))) + (- y)))
680;(x - y);(x + (- ((~ ((~ (x & y)) | y)) + y)))
681;(x - y);((x + y) + (- (~ ((~ y) + (- y)))))
682;(x - y);(x + (- ((x | (~ x)) ^ (~ y))))
683;(x - y);(~ (((- x) + (x + (~ x))) + y))
684;(x - y);(~ (((~ x) + y) & (~ (x + (- y)))))
685;(x - y);(x + (- ((x | (x ^ y)) & y)))
686;(x - y);(x + (- ((x + ((- x) + y)) | y)))
687;(x - y);(x + (- ((- (~ (x | (~ x)))) | y)))
688;(x - y);((((~ x) ^ y) ^ (~ y)) + (- y))
689;(x - y);(- ((- (x + (- (y + y)))) + (- y)))
690;(x - y);(((x + (- y)) ^ (- y)) ^ (- y))
691;(x - y);((x & (~ (~ (x | (- x))))) + (- y))
692;(x - y);(x + (- (y | (- (y | (- y))))))
693;(x - y);((x + (- (x & (~ x)))) + (- y))
694;(x - y);(- ((~ x) + (- (~ y))))
695;(x - y);((~ x) + (- ((~ x) + ((- x) + y))))
696;(x - y);((- (~ x)) + (~ (x + (- (x + (- y))))))
697;(x - y);(x + (- (((~ (x & y)) & y) | y)))
698;(x - y);((~ x) + (- (~ (x + (x + (- y))))))
699;(x - y);(x + ((~ y) + (- (~ (y & (~ y))))))
700;(x - y);(~ ((x ^ (~ x)) ^ (x + (- y))))
701;(x - y);(- (x + ((- x) + ((- x) + y))))
702;(x - y);(~ ((x ^ (x | (~ x))) + y))
703;(x - y);(x + (- (~ (~ ((~ (x & (~ x))) & y)))))
704;(x - y);(- ((- x) + (x + ((- x) + y))))
705;(x - y);((x | (x & (x | y))) + (- y))
706;(x - y);((x & (x | (~ (x & y)))) + (- y))
707;(x - y);(x + ((~ ((~ (x & y)) | y)) + (- y)))
708;(x - y);((- x) + (~ ((- x) + (~ (x + (- y))))))
709;(x - y);((~ (~ (x | (~ x)))) & (x + (- y)))
710;(x - y);(x + (- ((x + (- (x + (- y)))) | y)))
711;(x - y);((~ ((~ (x + (- y))) ^ y)) ^ y)
712;(x - y);(x + (- (y + (- (~ (y ^ (~ y)))))))
713;(x - y);(x + (- ((- y) + (- ((- y) + (- y))))))
714;(x - y);((- (~ x)) + ((x + (~ x)) ^ y))
715;(x - y);(~ (- (~ ((~ (- (~ x))) + y))))
716;(x - y);((- ((- x) + y)) + (~ ((~ (x & y)) | y)))
717;(x - y);(((- x) + (- ((- x) + (- x)))) + (- y))
718;(x - y);(- ((~ (x | (x & y))) + (- (~ y))))
719;(x - y);(~ ((~ (x | (x & y))) + y))
720;(x - y);((x & (y + (~ y))) + (- y))
721;(x - y);((x + (~ (y + (~ y)))) + (- y))
722;(x - y);(~ ((~ x) + ((- x) + (x + y))))
723;(x - y);(x + (- (~ ((~ ((~ x) | y)) | (~ y)))))
724;(x - y);((- ((- x) + y)) + (x & (~ (x | y))))
725;(x - y);(x + (- ((~ y) ^ (y | (~ y)))))
726;(x - y);((- (~ x)) + (~ y))
727;(x - y);((- (~ x)) + ((x ^ (~ x)) + (- y)))
728;(x - y);(x + (- ((x & (~ x)) | y)))
729;(x - y);(- (((- x) + (x & (~ x))) + y))
730;(x - y);(((~ x) ^ (x + (~ x))) + (- y))
731;(x - y);(((~ (x ^ (~ y))) ^ y) + (- y))
732;(x - y);(x + (- ((~ x) + (- ((~ x) + (- y))))))
733;(x - y);(x + (- (x + ((~ x) + (- (~ y))))))
734;(x - y);(x + (- (~ (x ^ (~ (x ^ y))))))
735;(x - y);(x + (- (((x ^ y) & y) | y)))
736;(x - y);(x + ((- y) + (y & (~ y))))
737;(x - y);(~ (((- x) + (x ^ (~ x))) + y))
738;(x - y);(x ^ ((~ x) ^ (~ (x + (- y)))))
739;(x - y);(x + ((- (x + (~ x))) + (~ y)))
740;(x - y);(- ((- x) + (~ (~ ((x | y) & y)))))
741;(x - y);((x | ((- ((- x) + y)) + y)) + (- y))
742;(x - y);(~ (x + ((- x) + (~ (x + (- y))))))
743;(x - y);(x + (- (~ (~ ((~ (~ (x | y))) & y)))))
744;(x - y);(~ (~ ((x + (- y)) & (~ (y & (~ y))))))
745;(x - y);(- ((- x) + (x ^ (x ^ y))))
746;(x - y);((x | (~ (~ (x & (- x))))) + (- y))
747;(x - y);((x + ((~ y) + (- y))) + (- (~ y)))
748;(x - y);((- x) + (- (((- x) + (- x)) + y)))
749;(x - y);(x + (- (y | (- (y & (~ y))))))
750;(x - y);(x + (- ((~ (x ^ (~ x))) + y)))
751;(x - y);((~ (~ (x | (x & (- y))))) + (- y))
752;(x - y);((x | ((x + y) + (- y))) + (- y))
753;(x - y);((((~ x) + y) ^ (~ y)) ^ y)
754;(x - y);((~ ((x + (- y)) ^ (~ y))) ^ y)
755;(x - y);((x | (~ (x ^ (~ x)))) + (- y))
756;(x - y);(~ ((~ x) + (- (x + (- (x + y))))))
757;(x - y);(x + (- (y | (y & (- (~ y))))))
758;(x - y);(- ((- x) + ((x ^ (~ x)) & y)))
759;(x - y);(x + ((- (~ y)) + (~ (y + y))))
760;(x - y);((~ ((~ x) & y)) + (- (~ (x & (~ y)))))
761;(x - y);(((- ((- x) + y)) + (- y)) + y)
762;(x - y);(((- (~ x)) + (x | (~ x))) + (- y))
763;(x - y);(~ ((~ (x & (x | (- x)))) + y))
764;(x - y);(~ (((- x) + y) + (~ (x & (~ x)))))
765;(x - y);(x + (- (~ (~ (((- x) | y) & y)))))
766;(x - y);(- (((- (x + (- y))) + y) + (- y)))
767;(x - y);((x + (- y)) ^ (~ (y ^ (~ y))))
768;(x - y);(x + (- (y ^ (~ (y | (~ y))))))
769;(x - y);(((~ x) ^ (x | (~ x))) + (- y))
770;(x - y);(- (~ (- ((- (~ (- x))) + y))))
771;(x - y);(x + (- ((- (~ (~ (x & (~ x))))) + y)))
772;(x - y);((~ x) + ((- (~ x)) + (x + (- y))))
773;(x - y);((~ x) + (- (((~ x) + (- x)) + y)))
774;(x - y);((x | (- (x | (- x)))) + (- y))
775;(x - y);((- (~ x)) + (x ^ ((~ x) ^ y)))
776;(x - y);((x & (~ (~ (x | (~ y))))) + (- y))
777;(x - y);(~ (((~ x) + y) & (~ (y & (~ y)))))
778;(x - y);(x + (- (~ ((~ y) | (y & (~ y))))))
779;(x - y);((~ ((- x) + (x ^ (~ x)))) + (- y))
780;(x - y);(x + (- ((x & (~ (x | y))) + y)))
781;(x - y);((x + (- (y ^ (~ y)))) + (~ y))
782;(x - y);((x + (- y)) & (y ^ (~ y)))
783;(x - y);((x | (x | (x & y))) + (- y))
784;(x - y);(- (~ ((~ (- x)) + (- y))))
785;(x - y);(x + (- ((~ x) ^ (x ^ (~ y)))))
786;(x - y);((x + (- (~ (y + (~ y))))) + (- y))
787;(x - y);((- (~ x)) + (x + (- ((- (~ x)) + y))))
788;(x - y);((x | (x & (x + x))) + (- y))
789;(x - y);(x + ((- (x & (~ x))) + (- y)))
790;(x - y);((~ (x | (~ (x & y)))) ^ (x + (- y)))
791;(x - y);(x + (- (~ ((~ y) & (~ (y & (~ y)))))))
792;(x - y);((~ ((~ x) | (~ (x | (- x))))) + (- y))
793;(x - y);(x + (- ((~ (x & (~ x))) & y)))
794;(x - y);(- ((- x) + (- (x + (- (x + y))))))
795;(x - y);(~ ((~ x) + ((- y) + (y + y))))
796;(x - y);((- (~ x)) + ((~ x) + (x + (- y))))
797;(x - y);((x + (- (~ (x + (~ x))))) + (- y))
798;(x - y);((- ((~ x) | y)) + (x | (~ y)))
799;(x - y);((- ((- (~ x)) + y)) + (x + (- (~ x))))
800;(x - y);(~ ((x | (~ x)) + (- (x + (- y)))))
801;(x - y);(~ (x + ((- (x + (- (~ x)))) + y)))
802;(x - y);((x + (- y)) + (~ (~ (y & (~ y)))))
803;(x - y);(~ ((~ (x & (~ ((~ x) & y)))) + y))
804;(x - y);(~ ((x ^ (x + (~ x))) + y))
805;(x - y);((~ (x + (- y))) ^ (y + (~ y)))
806;(x - y);((- (~ x)) + (~ ((x + (~ x)) & y)))
807;(x - y);(x + (- ((x | (~ (x & y))) & y)))
808;(x - y);(~ ((~ (x + (- y))) & (y + (~ y))))
809;(x - y);((x ^ (~ x)) ^ (~ (x + (- y))))
810;(x - y);((~ (~ (x | (x & (- x))))) + (- y))
811;(x - y);((- (~ x)) + (~ ((x | y) & y)))
812;(x - y);((~ x) + (- (~ (x + (- ((- x) + y))))))
813;(x - y);(x + (- (((x | y) & y) | y)))
814;(x - y);((~ ((~ (x & y)) | y)) | (x + (- y)))
815;(x - y);(x + (- ((- y) + (y + y))))
816;(x - y);((x | (~ y)) + (- (~ (x & (~ y)))))
817;(x - y);((~ ((~ x) & (y | (~ y)))) + (- y))
818;(x - y);(x + (- ((- (~ (x ^ (~ x)))) + y)))
819;(x - y);(x + (- ((~ (~ (x | y))) & y)))
820;(x - y);(x + (- ((~ (x | (~ x))) + y)))
821;(x - y);((- (((- x) + (- y)) + y)) + (- y))
822;(x - y);(x + (- ((x ^ (x ^ y)) | y)))
823;(x - y);((~ x) ^ (x ^ ((~ x) + y)))
824;(x - y);(x + (- (~ ((x | (~ y)) & (~ y)))))
825;(x - y);((- (~ x)) + (x ^ (x ^ (~ y))))
826;(x - y);((- x) + ((x + (- (~ x))) + (~ y)))
827;(x - y);(~ ((- x) + ((~ (x & (~ x))) + y)))
828;(x - y);((x + (- ((~ (x | y)) & y))) + (- y))
829;(x - y);((x + (- y)) + (- (~ (~ (y & (~ y))))))
830;(x - y);((x & ((- ((- x) + y)) + y)) + (- y))
831;(x - y);(~ ((x + (- (x + (- (~ x))))) + y))
832;(x - y);((~ x) + (- (((~ x) + y) + (- x))))
833;(x - y);(- ((x + (- (x + x))) + y))
834;(x - y);(x + (- ((x + (- (x + (- y)))) & y)))
835;(x - y);(x + (- ((x & (~ x)) ^ y)))
836;(x - y);((~ ((~ x) | (~ (x | (- y))))) + (- y))
837;(x - y);((~ (x & (~ (x | y)))) & (x + (- y)))
838;(x - y);((x ^ (~ (y ^ (~ y)))) + (- y))
839;(x - y);((x + (- y)) | (y & (~ y)))
840;(x - y);(- (x + (- (x + (- ((- x) + y))))))
841;(x - y);(x + (- (y | (y & (~ (- y))))))
842;(x - y);(- ((- x) + ((x | y) & y)))
843;(x - y);(~ ((x + ((~ x) + (- x))) + y))
844;(x - y);((x | (x & (~ (- x)))) + (- y))
845;(x - y);(x + (- (y | (~ (~ (y & (- y)))))))
846;(x - y);((x + (- y)) + (y & (~ y)))
847;(x - y);(((- x) + (- y)) + (x + x))
848;(x - y);((x | (~ x)) & (x + (- y)))
849;(x - y);((x + (- y)) | (~ (y ^ (~ y))))
850;(x - y);(x + (- (((x + y) | y) & y)))
851;(x - y);((- x) + (x + (- ((~ x) + (- (~ y))))))
852;(x - y);(x + (- (y + (- (y & (~ y))))))
853;(x - y);(x + ((- y) & (~ (y & (~ y)))))
854;(x - y);((~ (x ^ (~ x))) + (x + (- y)))
855;(x - y);(x + (- ((x ^ (~ x)) ^ (~ y))))
856;(x - y);(~ ((x ^ (~ x)) + (- (x + (- y)))))
857;(x - y);(~ (((~ (x + (- y))) ^ y) ^ y))
858;(x - y);(((~ x) + (x + (- (~ x)))) + (- y))
859;(x - y);(x + (- ((~ (x + (~ x))) + y)))
860;(x - y);((~ (~ (x & (~ x)))) + (x + (- y)))
861;(x - y);((x | (~ (x | (~ (x & y))))) + (- y))
862;(x - y);(x + (~ ((~ x) + (x + y))))
863;(x - y);((- (~ x)) + (~ (((~ x) | y) & y)))
864;(x - y);((~ ((~ x) | y)) + (- (~ (x | (~ y)))))
865;(x - y);(- ((~ x) + (- (~ ((x | y) & y)))))
866;(x - y);(x + (- ((~ y) ^ (y + (~ y)))))
867;(x - y);(~ (((- x) + y) + (x ^ (~ x))))
868;(x - y);(x + (- (y & (y | (- y)))))
869;(x - y);((x | ((x | y) ^ y)) + (- y))
870;(x - y);(- ((- x) + ((x & (~ x)) + y)))
871;(x - y);(x + ((- x) + (x + (- y))))
872;(x - y);((x + (- (x | (~ x)))) + (~ y))
873;(x - y);((- (~ x)) + ((~ (x & (~ x))) ^ y))
874;(x - y);(x + (- (y & (- (y & (- y))))))
875;(x - y);(x + (- (y ^ (~ (y + (~ y))))))
876;(x - y);((x + (~ (x + (~ x)))) + (- y))
877;(x - y);((- ((- (x + (- y))) + (- y))) + (- y))
878;(x - y);(x + (- (~ (~ ((~ (x & (~ y))) & y)))))
879;(x - y);((x + (x & (~ x))) + (- y))
880;(x - y);(((~ (x | y)) & y) | (x + (- y)))
881;(x - y);(x + (x + (- (x + y))))
882;(x - y);(- ((- x) + (~ ((~ (x | y)) | (~ y)))))
883;(x - y);(x + (- (((x & y) | y) & y)))
884;(x - y);(~ (~ ((x | (~ x)) & (x + (- y)))))
885;(x - y);(x + (- ((~ y) ^ (y ^ (~ y)))))
886;(x - y);(x + (- ((- x) + (~ ((- x) + (~ y))))))
887;(x - y);(x + (- (x ^ (~ (x ^ (~ y))))))
888;(x - y);((x & (x | (- y))) + (- y))
889;(x - y);(x ^ (x ^ (x + (- y))))
890;(x - y);((x ^ (~ ((~ (x & y)) | y))) + (- y))
891;(x - y);(x + (- (y & ((- y) + (y + y)))))
892;(x - y);((~ (~ (x & (~ x)))) ^ (x + (- y)))
893;(x - y);((x ^ (- (~ (x | (~ x))))) + (- y))
894;(x - y);((x ^ (~ (x | (~ x)))) + (- y))
895;(x - y);((x & (~ (x | y))) + (x + (- y)))
896;(x - y);(((- x) + (~ y)) + (x + (- (~ x))))
897;(x - y);((- ((- x) + (- x))) + ((- x) + (- y)))
898;(x - y);(~ (((~ x) + (y + y)) + (- y)))
899;(x - y);(x + (- (~ ((~ ((- x) & y)) & (~ y)))))
