#number;groundtruth;mba
110;(((-(d-a))&((d-d)-a)));((~ (~ ((d + ~ a) + 1) + 1) | (((((d & ~ d) - (~ d & d)) & ~ a) << 1) - (((d & ~ d) - (~ d & d)) ^ a))) + (~ ((d + ~ a) + 1) + 1)) + 1
111;((((d+e)|((e+e)^d))*(d-e)));((((((d | e) + (d & e)) + (((((e ^ e) + ((e & e) << 1)) - d) - ((((e ^ e) + ((e & e) << 1)) | ~ d) + (((e ^ e) + ((e & e) << 1)) | ~ d))) - 2)) + 1) + ((- ((d | e) + (d & e)) - 1) | (- (((((e ^ e) + ((e & e) << 1)) - d) - ((((e ^ e) + ((e & e) << 1)) | ~ d) + (((e ^ e) + ((e & e) << 1)) | ~ d))) - 2) - 1))) & (((d & ~ e) + (d & ~ e)) - (d ^ e))) * ((((((d | e) + (d & e)) + (((((e ^ e) + ((e & e) << 1)) - d) - ((((e ^ e) + ((e & e) << 1)) | ~ d) + (((e ^ e) + ((e & e) << 1)) | ~ d))) - 2)) + 1) + ((- ((d | e) + (d & e)) - 1) | (- (((((e ^ e) + ((e & e) << 1)) - d) - ((((e ^ e) + ((e & e) << 1)) | ~ d) + (((e ^ e) + ((e & e) << 1)) | ~ d))) - 2) - 1))) | (((d & ~ e) + (d & ~ e)) - (d ^ e))) + ((((((d | e) + (d & e)) + (((((e ^ e) + ((e & e) << 1)) - d) - ((((e ^ e) + ((e & e) << 1)) | ~ d) + (((e ^ e) + ((e & e) << 1)) | ~ d))) - 2)) + 1) + ((- ((d | e) + (d & e)) - 1) | (- (((((e ^ e) + ((e & e) << 1)) - d) - ((((e ^ e) + ((e & e) << 1)) | ~ d) + (((e ^ e) + ((e & e) << 1)) | ~ d))) - 2) - 1))) & ~ (((d & ~ e) + (d & ~ e)) - (d ^ e))) * (~ (((((d | e) + (d & e)) + (((((e ^ e) + ((e & e) << 1)) - d) - ((((e ^ e) + ((e & e) << 1)) | ~ d) + (((e ^ e) + ((e & e) << 1)) | ~ d))) - 2)) + 1) + ((- ((d | e) + (d & e)) - 1) | (- (((((e ^ e) + ((e & e) << 1)) - d) - ((((e ^ e) + ((e & e) << 1)) | ~ d) + (((e ^ e) + ((e & e) << 1)) | ~ d))) - 2) - 1))) & (((d & ~ e) + (d & ~ e)) - (d ^ e)))
112;(((-(~((e|d)&e)))-(-((d|a)&(~a)))));((((~ (((e + d) + 1) + ((- e - 1) | (- d - 1))) | e) - ~ (((e + d) + 1) + ((- e - 1) | (- d - 1)))) + 1) ^ ~ (((((d & ~ a) + a) | a) - a) - 1)) - ((~ (((~ (((e + d) + 1) + ((- e - 1) | (- d - 1))) | e) - ~ (((e + d) + 1) + ((- e - 1) | (- d - 1)))) + 1) & ~ (((((d & ~ a) + a) | a) - a) - 1)) << 1)
113;((-((-(b&e))&(~(b+b)))));~ (~ ((((~ b | e) + b) + 1) - 1) - (~ ((((~ b | e) + b) + 1) - 1) & ((b ^ b) + ((b & b) + (b & b))))) + 1
114;(((b-(b|e))&((-((-b)^e))-(-(e-e)))));(~ (((b & ~ ((b & ~ e) + e)) + (b & ~ ((b & ~ e) + e))) - (b ^ ((b & ~ e) + e))) | (((~ (((~ (b - 1) - e) - ((~ (b - 1) | ~ e) << 1)) - 2) + 1) & ~ (~ ((e & ~ e) - (~ e & e)) + 1)) - (~ (~ (((~ (b - 1) - e) - ((~ (b - 1) | ~ e) << 1)) - 2) + 1) & (~ ((e & ~ e) - (~ e & e)) + 1)))) - ~ (((b & ~ ((b & ~ e) + e)) + (b & ~ ((b & ~ e) + e))) - (b ^ ((b & ~ e) + e)))
115;((((e+b)|(b|e))*((-b)^e)));((((((e ^ ~ b) + ((e | b) + (e | b))) + 1) & ~ ((b & ~ e) + e)) + ((b & ~ e) + e)) & ((((~ b + 1) - e) - (((~ b + 1) | ~ e) + ((~ b + 1) | ~ e))) - 2)) * ((((((e ^ ~ b) + ((e | b) + (e | b))) + 1) & ~ ((b & ~ e) + e)) + ((b & ~ e) + e)) | ((((~ b + 1) - e) - (((~ b + 1) | ~ e) + ((~ b + 1) | ~ e))) - 2)) + ((((((e ^ ~ b) + ((e | b) + (e | b))) + 1) & ~ ((b & ~ e) + e)) + ((b & ~ e) + e)) & ~ ((((~ b + 1) - e) - (((~ b + 1) | ~ e) + ((~ b + 1) | ~ e))) - 2)) * (~ (((((e ^ ~ b) + ((e | b) + (e | b))) + 1) & ~ ((b & ~ e) + e)) + ((b & ~ e) + e)) & ((((~ b + 1) - e) - (((~ b + 1) | ~ e) + ((~ b + 1) | ~ e))) - 2))
116;((~(((a&a)^(a-a))-(~(-(a+(b|b)))))));((((a - ~ ((b & ~ b) + b)) - 1) - 1) - ((((((~ a | a) + a) + 1) - ((a + ~ a) + 1)) - (((((~ a | a) + a) + 1) | ~ ((a + ~ a) + 1)) + ((((~ a | a) + a) + 1) | ~ ((a + ~ a) + 1)))) - 2)) - 1
117;((-((c+c)&(c|b))));~ (((~ ((c | c) + (c & c)) | (((c + b) + 1) + ((- c - 1) | (- b - 1)))) - ~ ((c | c) + (c & c))) - 1)
118;((((c-(-a))|(e*c))+(a^(e*e))));((((((((c & ~ (~ a + 1)) << 1) - (c ^ (~ a + 1))) + ((e & c) * (e | c) + (e & ~ c) * (~ e & c))) + 1) + ((- (((c & ~ (~ a + 1)) << 1) - (c ^ (~ a + 1))) - 1) | (- ((e & c) * (e | c) + (e & ~ c) * (~ e & c)) - 1))) ^ ~ (((a - ((e & e) * (e | e) + (e & ~ e) * (~ e & e))) - ((a | ~ ((e & e) * (e | e) + (e & ~ e) * (~ e & e))) << 1)) - 2)) + ((((((((c & ~ (~ a + 1)) << 1) - (c ^ (~ a + 1))) + ((e & c) * (e | c) + (e & ~ c) * (~ e & c))) + 1) + ((- (((c & ~ (~ a + 1)) << 1) - (c ^ (~ a + 1))) - 1) | (- ((e & c) * (e | c) + (e & ~ c) * (~ e & c)) - 1))) | (((a - ((e & e) * (e | e) + (e & ~ e) * (~ e & e))) - ((a | ~ ((e & e) * (e | e) + (e & ~ e) * (~ e & e))) << 1)) - 2)) + (((((((c & ~ (~ a + 1)) << 1) - (c ^ (~ a + 1))) + ((e & c) * (e | c) + (e & ~ c) * (~ e & c))) + 1) + ((- (((c & ~ (~ a + 1)) << 1) - (c ^ (~ a + 1))) - 1) | (- ((e & c) * (e | c) + (e & ~ c) * (~ e & c)) - 1))) | (((a - ((e & e) * (e | e) + (e & ~ e) * (~ e & e))) - ((a | ~ ((e & e) * (e | e) + (e & ~ e) * (~ e & e))) << 1)) - 2)))) + 1
119;((((-a)&(~a))-((e*((a-a)^a))-(a-a))));(((~ (a - 1) | a) - a) ^ ((((e & (((((a & ~ a) - (~ a & a)) - a) - ((((a & ~ a) - (~ a & a)) | ~ a) + (((a & ~ a) - (~ a & a)) | ~ a))) - 2)) * (e | (((((a & ~ a) - (~ a & a)) - a) - ((((a & ~ a) - (~ a & a)) | ~ a) + (((a & ~ a) - (~ a & a)) | ~ a))) - 2)) + (e & ~ (((((a & ~ a) - (~ a & a)) - a) - ((((a & ~ a) - (~ a & a)) | ~ a) + (((a & ~ a) - (~ a & a)) | ~ a))) - 2)) * (~ e & (((((a & ~ a) - (~ a & a)) - a) - ((((a & ~ a) - (~ a & a)) | ~ a) + (((a & ~ a) - (~ a & a)) | ~ a))) - 2))) ^ (((a & ~ a) << 1) - (a ^ a))) - ((~ ((e & (((((a & ~ a) - (~ a & a)) - a) - ((((a & ~ a) - (~ a & a)) | ~ a) + (((a & ~ a) - (~ a & a)) | ~ a))) - 2)) * (e | (((((a & ~ a) - (~ a & a)) - a) - ((((a & ~ a) - (~ a & a)) | ~ a) + (((a & ~ a) - (~ a & a)) | ~ a))) - 2)) + (e & ~ (((((a & ~ a) - (~ a & a)) - a) - ((((a & ~ a) - (~ a & a)) | ~ a) + (((a & ~ a) - (~ a & a)) | ~ a))) - 2)) * (~ e & (((((a & ~ a) - (~ a & a)) - a) - ((((a & ~ a) - (~ a & a)) | ~ a) + (((a & ~ a) - (~ a & a)) | ~ a))) - 2))) & (((a & ~ a) << 1) - (a ^ a))) + (~ ((e & (((((a & ~ a) - (~ a & a)) - a) - ((((a & ~ a) - (~ a & a)) | ~ a) + (((a & ~ a) - (~ a & a)) | ~ a))) - 2)) * (e | (((((a & ~ a) - (~ a & a)) - a) - ((((a & ~ a) - (~ a & a)) | ~ a) + (((a & ~ a) - (~ a & a)) | ~ a))) - 2)) + (e & ~ (((((a & ~ a) - (~ a & a)) - a) - ((((a & ~ a) - (~ a & a)) | ~ a) + (((a & ~ a) - (~ a & a)) | ~ a))) - 2)) * (~ e & (((((a & ~ a) - (~ a & a)) - a) - ((((a & ~ a) - (~ a & a)) | ~ a) + (((a & ~ a) - (~ a & a)) | ~ a))) - 2))) & (((a & ~ a) << 1) - (a ^ a)))))) - ((~ ((~ (a - 1) | a) - a) & ((((e & (((((a & ~ a) - (~ a & a)) - a) - ((((a & ~ a) - (~ a & a)) | ~ a) + (((a & ~ a) - (~ a & a)) | ~ a))) - 2)) * (e | (((((a & ~ a) - (~ a & a)) - a) - ((((a & ~ a) - (~ a & a)) | ~ a) + (((a & ~ a) - (~ a & a)) | ~ a))) - 2)) + (e & ~ (((((a & ~ a) - (~ a & a)) - a) - ((((a & ~ a) - (~ a & a)) | ~ a) + (((a & ~ a) - (~ a & a)) | ~ a))) - 2)) * (~ e & (((((a & ~ a) - (~ a & a)) - a) - ((((a & ~ a) - (~ a & a)) | ~ a) + (((a & ~ a) - (~ a & a)) | ~ a))) - 2))) ^ (((a & ~ a) << 1) - (a ^ a))) - ((~ ((e & (((((a & ~ a) - (~ a & a)) - a) - ((((a & ~ a) - (~ a & a)) | ~ a) + (((a & ~ a) - (~ a & a)) | ~ a))) - 2)) * (e | (((((a & ~ a) - (~ a & a)) - a) - ((((a & ~ a) - (~ a & a)) | ~ a) + (((a & ~ a) - (~ a & a)) | ~ a))) - 2)) + (e & ~ (((((a & ~ a) - (~ a & a)) - a) - ((((a & ~ a) - (~ a & a)) | ~ a) + (((a & ~ a) - (~ a & a)) | ~ a))) - 2)) * (~ e & (((((a & ~ a) - (~ a & a)) - a) - ((((a & ~ a) - (~ a & a)) | ~ a) + (((a & ~ a) - (~ a & a)) | ~ a))) - 2))) & (((a & ~ a) << 1) - (a ^ a))) + (~ ((e & (((((a & ~ a) - (~ a & a)) - a) - ((((a & ~ a) - (~ a & a)) | ~ a) + (((a & ~ a) - (~ a & a)) | ~ a))) - 2)) * (e | (((((a & ~ a) - (~ a & a)) - a) - ((((a & ~ a) - (~ a & a)) | ~ a) + (((a & ~ a) - (~ a & a)) | ~ a))) - 2)) + (e & ~ (((((a & ~ a) - (~ a & a)) - a) - ((((a & ~ a) - (~ a & a)) | ~ a) + (((a & ~ a) - (~ a & a)) | ~ a))) - 2)) * (~ e & (((((a & ~ a) - (~ a & a)) - a) - ((((a & ~ a) - (~ a & a)) | ~ a) + (((a & ~ a) - (~ a & a)) | ~ a))) - 2))) & (((a & ~ a) << 1) - (a ^ a)))))) << 1)
120;(((-(c+a))&((-(d&(-d)))|(c^d))));((~ (~ ((c - ~ a) - 1) + 1) | ((((~ ((~ d | ~ (d - 1)) - ~ d) + 1) + ((c | d) - (c & d))) + 1) + ((- (~ ((~ d | ~ (d - 1)) - ~ d) + 1) - 1) | (- ((c | d) - (c & d)) - 1)))) + (~ ((c - ~ a) - 1) + 1)) + 1
121;(((b*b)&((~(~(b^c)))|(c|c))));(~ ((b & b) * (b | b) + (b & ~ b) * (~ b & b)) | (((- (((b & c) - (b | c)) - 1) - 1) & ~ (((c + c) + 1) + ((- c - 1) | (- c - 1)))) + (((c + c) + 1) + ((- c - 1) | (- c - 1))))) - ~ ((b & b) * (b | b) + (b & ~ b) * (~ b & b))
122;(((a^(a*a))^(~((d^a)|a))));((((a - ((a & a) * (a | a) + (a & ~ a) * (~ a & a))) - ((a | ~ ((a & a) * (a | a) + (a & ~ a) * (~ a & a))) << 1)) - 2) | (- ((((d | a) - (d & a)) & ~ a) + a) - 1)) - ((((a - ((a & a) * (a | a) + (a & ~ a) * (~ a & a))) - ((a | ~ ((a & a) * (a | a) + (a & ~ a) * (~ a & a))) << 1)) - 2) & (- ((((d | a) - (d & a)) & ~ a) + a) - 1))
123;(((c^e)^(~(~c))));((((c - e) - ((c | ~ e) << 1)) - 2) | (- (- c - 1) - 1)) - ((((c - e) - ((c | ~ e) << 1)) - 2) & (- (- c - 1) - 1))
124;((((-((d|a)-(a&e)))-(d*a))&((e^(a+a))|d)));(~ ((~ (((((d & ~ a) + a) & ~ ((~ a | e) - ~ a)) - (~ ((d & ~ a) + a) & ((~ a | e) - ~ a))) - 1) ^ ((d & a) * (d | a) + (d & ~ a) * (~ d & a))) - ((~ (~ (((((d & ~ a) + a) & ~ ((~ a | e) - ~ a)) - (~ ((d & ~ a) + a) & ((~ a | e) - ~ a))) - 1)) & ((d & a) * (d | a) + (d & ~ a) * (~ d & a))) + (~ (~ (((((d & ~ a) + a) & ~ ((~ a | e) - ~ a)) - (~ ((d & ~ a) + a) & ((~ a | e) - ~ a))) - 1)) & ((d & a) * (d | a) + (d & ~ a) * (~ d & a))))) | (((((e - ((a - ~ a) - 1)) - ((e | ~ ((a - ~ a) - 1)) + (e | ~ ((a - ~ a) - 1)))) - 2) & ~ d) + d)) - ~ ((~ (((((d & ~ a) + a) & ~ ((~ a | e) - ~ a)) - (~ ((d & ~ a) + a) & ((~ a | e) - ~ a))) - 1) ^ ((d & a) * (d | a) + (d & ~ a) * (~ d & a))) - ((~ (~ (((((d & ~ a) + a) & ~ ((~ a | e) - ~ a)) - (~ ((d & ~ a) + a) & ((~ a | e) - ~ a))) - 1)) & ((d & a) * (d | a) + (d & ~ a) * (~ d & a))) + (~ (~ (((((d & ~ a) + a) & ~ ((~ a | e) - ~ a)) - (~ ((d & ~ a) + a) & ((~ a | e) - ~ a))) - 1)) & ((d & a) * (d | a) + (d & ~ a) * (~ d & a)))))
125;((((d*d)&(c-e))|(~(-((c&d)|((-d)&c))))));((((~ ((d & d) * (d | d) + (d & ~ d) * (~ d & d)) | ((c ^ e) - ((~ c & e) + (~ c & e)))) - ~ ((d & d) * (d | d) + (d & ~ d) * (~ d & d))) + ((((((~ c | d) + c) + 1) & ~ ((~ (~ (d - 1)) | c) - ~ (~ (d - 1)))) + ((~ (~ (d - 1)) | c) - ~ (~ (d - 1)))) - 1)) + 1) + ((- ((~ ((d & d) * (d | d) + (d & ~ d) * (~ d & d)) | ((c ^ e) - ((~ c & e) + (~ c & e)))) - ~ ((d & d) * (d | d) + (d & ~ d) * (~ d & d))) - 1) | (- ((((((~ c | d) + c) + 1) & ~ ((~ (~ (d - 1)) | c) - ~ (~ (d - 1)))) + ((~ (~ (d - 1)) | c) - ~ (~ (d - 1)))) - 1) - 1))
126;(((e^(-c))+(e^(-e))));((((e | (~ c + 1)) - (e & (~ c + 1))) ^ ~ (((e - (~ e + 1)) - ((e | ~ (~ e + 1)) + (e | ~ (~ e + 1)))) - 2)) + ((((e | (~ c + 1)) - (e & (~ c + 1))) | (((e - (~ e + 1)) - ((e | ~ (~ e + 1)) + (e | ~ (~ e + 1)))) - 2)) << 1)) + 1
127;(((~b)+((e*b)&(~((e^b)|b)))));((- b - 1) ^ (((e & b) * (e | b) + (e & ~ b) * (~ e & b)) - (((e & b) * (e | b) + (e & ~ b) * (~ e & b)) & ((((e | b) - (e & b)) & ~ b) + b)))) + (((- b - 1) & (((e & b) * (e | b) + (e & ~ b) * (~ e & b)) - (((e & b) * (e | b) + (e & ~ b) * (~ e & b)) & ((((e | b) - (e & b)) & ~ b) + b)))) + ((- b - 1) & (((e & b) * (e | b) + (e & ~ b) * (~ e & b)) - (((e & b) * (e | b) + (e & ~ b) * (~ e & b)) & ((((e | b) - (e & b)) & ~ b) + b)))))
128;((-((~b)|(~(~((b&b)*b))))));~ (((- b - 1) & ~ (- (- ((((~ b | b) - ~ b) & b) * (((~ b | b) - ~ b) | b) + (((~ b | b) - ~ b) & ~ b) * (~ ((~ b | b) - ~ b) & b)) - 1) - 1)) + (- (- ((((~ b | b) - ~ b) & b) * (((~ b | b) - ~ b) | b) + (((~ b | b) - ~ b) & ~ b) * (~ ((~ b | b) - ~ b) & b)) - 1) - 1)) + 1
129;((~((d-c)|(~(d&d)))));- ((((d ^ c) - ((~ d & c) + (~ d & c))) & ~ (- ((~ d | d) - ~ d) - 1)) + (- ((~ d | d) - ~ d) - 1)) - 1
130;((-((~(-(e-(a&a))))&(-(e&(-c))))));~ (((~ (((e & ~ (((~ a | a) + a) + 1)) - (~ e & (((~ a | a) + a) + 1))) - 1) | (~ (((~ e | (~ c + 1)) + e) + 1) + 1)) + (((e & ~ (((~ a | a) + a) + 1)) - (~ e & (((~ a | a) + a) + 1))) - 1)) + 1) + 1
131;((((~(d|c))-(d^c))*(((c|c)&((d|c)|c))^d)));(((((- ((d & ~ c) + c) - 1) & ~ ((d | c) - (d & c))) + ((- ((d & ~ c) + c) - 1) & ~ ((d | c) - (d & c)))) - ((- ((d & ~ c) + c) - 1) ^ ((d | c) - (d & c)))) & ((((((~ (((c + c) + 1) + ((- c - 1) | (- c - 1))) | (((((d + c) + 1) + ((- d - 1) | (- c - 1))) & ~ c) + c)) + (((c + c) + 1) + ((- c - 1) | (- c - 1)))) + 1) - d) - (((((~ (((c + c) + 1) + ((- c - 1) | (- c - 1))) | (((((d + c) + 1) + ((- d - 1) | (- c - 1))) & ~ c) + c)) + (((c + c) + 1) + ((- c - 1) | (- c - 1)))) + 1) | ~ d) + ((((~ (((c + c) + 1) + ((- c - 1) | (- c - 1))) | (((((d + c) + 1) + ((- d - 1) | (- c - 1))) & ~ c) + c)) + (((c + c) + 1) + ((- c - 1) | (- c - 1)))) + 1) | ~ d))) - 2)) * (((((- ((d & ~ c) + c) - 1) & ~ ((d | c) - (d & c))) + ((- ((d & ~ c) + c) - 1) & ~ ((d | c) - (d & c)))) - ((- ((d & ~ c) + c) - 1) ^ ((d | c) - (d & c)))) | ((((((~ (((c + c) + 1) + ((- c - 1) | (- c - 1))) | (((((d + c) + 1) + ((- d - 1) | (- c - 1))) & ~ c) + c)) + (((c + c) + 1) + ((- c - 1) | (- c - 1)))) + 1) - d) - (((((~ (((c + c) + 1) + ((- c - 1) | (- c - 1))) | (((((d + c) + 1) + ((- d - 1) | (- c - 1))) & ~ c) + c)) + (((c + c) + 1) + ((- c - 1) | (- c - 1)))) + 1) | ~ d) + ((((~ (((c + c) + 1) + ((- c - 1) | (- c - 1))) | (((((d + c) + 1) + ((- d - 1) | (- c - 1))) & ~ c) + c)) + (((c + c) + 1) + ((- c - 1) | (- c - 1)))) + 1) | ~ d))) - 2)) + (((((- ((d & ~ c) + c) - 1) & ~ ((d | c) - (d & c))) + ((- ((d & ~ c) + c) - 1) & ~ ((d | c) - (d & c)))) - ((- ((d & ~ c) + c) - 1) ^ ((d | c) - (d & c)))) & ~ ((((((~ (((c + c) + 1) + ((- c - 1) | (- c - 1))) | (((((d + c) + 1) + ((- d - 1) | (- c - 1))) & ~ c) + c)) + (((c + c) + 1) + ((- c - 1) | (- c - 1)))) + 1) - d) - (((((~ (((c + c) + 1) + ((- c - 1) | (- c - 1))) | (((((d + c) + 1) + ((- d - 1) | (- c - 1))) & ~ c) + c)) + (((c + c) + 1) + ((- c - 1) | (- c - 1)))) + 1) | ~ d) + ((((~ (((c + c) + 1) + ((- c - 1) | (- c - 1))) | (((((d + c) + 1) + ((- d - 1) | (- c - 1))) & ~ c) + c)) + (((c + c) + 1) + ((- c - 1) | (- c - 1)))) + 1) | ~ d))) - 2)) * (~ ((((- ((d & ~ c) + c) - 1) & ~ ((d | c) - (d & c))) + ((- ((d & ~ c) + c) - 1) & ~ ((d | c) - (d & c)))) - ((- ((d & ~ c) + c) - 1) ^ ((d | c) - (d & c)))) & ((((((~ (((c + c) + 1) + ((- c - 1) | (- c - 1))) | (((((d + c) + 1) + ((- d - 1) | (- c - 1))) & ~ c) + c)) + (((c + c) + 1) + ((- c - 1) | (- c - 1)))) + 1) - d) - (((((~ (((c + c) + 1) + ((- c - 1) | (- c - 1))) | (((((d + c) + 1) + ((- d - 1) | (- c - 1))) & ~ c) + c)) + (((c + c) + 1) + ((- c - 1) | (- c - 1)))) + 1) | ~ d) + ((((~ (((c + c) + 1) + ((- c - 1) | (- c - 1))) | (((((d + c) + 1) + ((- d - 1) | (- c - 1))) & ~ c) + c)) + (((c + c) + 1) + ((- c - 1) | (- c - 1)))) + 1) | ~ d))) - 2))
132;((((~(-e))&(a^(~e)))^(e-(e+a))));((((~ (e - 1) | ((a | (- e - 1)) - (a & (- e - 1)))) + (e - 1)) + 1) | ((e + ~ (((e ^ ~ a) + ((e | a) + (e | a))) + 1)) + 1)) - ((((~ (e - 1) | ((a | (- e - 1)) - (a & (- e - 1)))) + (e - 1)) + 1) & ((e + ~ (((e ^ ~ a) + ((e | a) + (e | a))) + 1)) + 1))
133;(((~d)|(~(-b))));((- d - 1) & ~ (b - 1)) + (b - 1)
134;(((-((c&e)|(c+e)))|((e*e)-((c+e)^e))));((~ ((((((~ c | e) - ~ c) + ((c | e) + (c & e))) + 1) + ((- ((~ c | e) - ~ c) - 1) | (- ((c | e) + (c & e)) - 1))) - 1) + ((((e & e) * (e | e) + (e & ~ e) * (~ e & e)) + ~ (((((c | e) + (c | e)) - (c ^ e)) | e) - ((((c | e) + (c | e)) - (c ^ e)) & e))) + 1)) + 1) + ((- (~ ((((((~ c | e) - ~ c) + ((c | e) + (c & e))) + 1) + ((- ((~ c | e) - ~ c) - 1) | (- ((c | e) + (c & e)) - 1))) - 1)) - 1) | (- ((((e & e) * (e | e) + (e & ~ e) * (~ e & e)) + ~ (((((c | e) + (c | e)) - (c ^ e)) | e) - ((((c | e) + (c | e)) - (c ^ e)) & e))) + 1) - 1))
135;((((c&e)^((c+e)&(c|c)))|((c-e)|(e-c))));((((((((~ c | e) + c) + 1) - (((~ ((c | e) + (c & e)) | (((c + c) + 1) + ((- c - 1) | (- c - 1)))) + ((c | e) + (c & e))) + 1)) - (((((~ c | e) + c) + 1) | ~ (((~ ((c | e) + (c & e)) | (((c + c) + 1) + ((- c - 1) | (- c - 1)))) + ((c | e) + (c & e))) + 1)) << 1)) - 2) + ((((((c & ~ e) + (c & ~ e)) - (c ^ e)) + (((e & ~ c) + (e & ~ c)) - (e ^ c))) + 1) + ((- (((c & ~ e) + (c & ~ e)) - (c ^ e)) - 1) | (- (((e & ~ c) + (e & ~ c)) - (e ^ c)) - 1)))) + 1) + ((- ((((((~ c | e) + c) + 1) - (((~ ((c | e) + (c & e)) | (((c + c) + 1) + ((- c - 1) | (- c - 1)))) + ((c | e) + (c & e))) + 1)) - (((((~ c | e) + c) + 1) | ~ (((~ ((c | e) + (c & e)) | (((c + c) + 1) + ((- c - 1) | (- c - 1)))) + ((c | e) + (c & e))) + 1)) << 1)) - 2) - 1) | (- ((((((c & ~ e) + (c & ~ e)) - (c ^ e)) + (((e & ~ c) + (e & ~ c)) - (e ^ c))) + 1) + ((- (((c & ~ e) + (c & ~ e)) - (c ^ e)) - 1) | (- (((e & ~ c) + (e & ~ c)) - (e ^ c)) - 1))) - 1))
136;(((~c)|(c*(b+c))));((- c - 1) & ~ ((c & ((b - ~ c) - 1)) * (c | ((b - ~ c) - 1)) + (c & ~ ((b - ~ c) - 1)) * (~ c & ((b - ~ c) - 1)))) + ((c & ((b - ~ c) - 1)) * (c | ((b - ~ c) - 1)) + (c & ~ ((b - ~ c) - 1)) * (~ c & ((b - ~ c) - 1)))
137;(((((d&a)-d)|(e+d))|(e*d)));((((((((((~ d | a) - ~ d) & ~ d) + (((~ d | a) - ~ d) & ~ d)) - (((~ d | a) - ~ d) ^ d)) + (((e | d) + (e | d)) - (e ^ d))) + 1) + ((- (((((~ d | a) - ~ d) & ~ d) + (((~ d | a) - ~ d) & ~ d)) - (((~ d | a) - ~ d) ^ d)) - 1) | (- (((e | d) + (e | d)) - (e ^ d)) - 1))) + ((e & d) * (e | d) + (e & ~ d) * (~ e & d))) + 1) + ((- ((((((((~ d | a) - ~ d) & ~ d) + (((~ d | a) - ~ d) & ~ d)) - (((~ d | a) - ~ d) ^ d)) + (((e | d) + (e | d)) - (e ^ d))) + 1) + ((- (((((~ d | a) - ~ d) & ~ d) + (((~ d | a) - ~ d) & ~ d)) - (((~ d | a) - ~ d) ^ d)) - 1) | (- (((e | d) + (e | d)) - (e ^ d)) - 1))) - 1) | (- ((e & d) * (e | d) + (e & ~ d) * (~ e & d)) - 1))
138;((((b|b)&a)|(b*a)));((((~ ((b & ~ b) + b) | a) + ((b & ~ b) + b)) + 1) & ~ ((b & a) * (b | a) + (b & ~ a) * (~ b & a))) + ((b & a) * (b | a) + (b & ~ a) * (~ b & a))
139;(((-(a^(~(b+c))))^((a^b)&c)));((~ (((a - (- ((b | c) + (b & c)) - 1)) - ((a | ~ (- ((b | c) + (b & c)) - 1)) + (a | ~ (- ((b | c) + (b & c)) - 1)))) - 2) + 1) | (((~ (((a - b) - ((a | ~ b) + (a | ~ b))) - 2) | c) + (((a - b) - ((a | ~ b) + (a | ~ b))) - 2)) + 1)) - ((~ (((a - (- ((b | c) + (b & c)) - 1)) - ((a | ~ (- ((b | c) + (b & c)) - 1)) + (a | ~ (- ((b | c) + (b & c)) - 1)))) - 2) + 1) & (((~ (((a - b) - ((a | ~ b) + (a | ~ b))) - 2) | c) + (((a - b) - ((a | ~ b) + (a | ~ b))) - 2)) + 1))
140;((((-c)*(a^c))-((a*a)+(~a))));(((((~ c + 1) & (((a - c) - ((a | ~ c) << 1)) - 2)) * ((~ c + 1) | (((a - c) - ((a | ~ c) << 1)) - 2)) + ((~ c + 1) & ~ (((a - c) - ((a | ~ c) << 1)) - 2)) * (~ (~ c + 1) & (((a - c) - ((a | ~ c) << 1)) - 2))) & ~ ((((a & a) * (a | a) + (a & ~ a) * (~ a & a)) ^ (- a - 1)) + ((((a & a) * (a | a) + (a & ~ a) * (~ a & a)) & (- a - 1)) << 1))) + ((((~ c + 1) & (((a - c) - ((a | ~ c) << 1)) - 2)) * ((~ c + 1) | (((a - c) - ((a | ~ c) << 1)) - 2)) + ((~ c + 1) & ~ (((a - c) - ((a | ~ c) << 1)) - 2)) * (~ (~ c + 1) & (((a - c) - ((a | ~ c) << 1)) - 2))) & ~ ((((a & a) * (a | a) + (a & ~ a) * (~ a & a)) ^ (- a - 1)) + ((((a & a) * (a | a) + (a & ~ a) * (~ a & a)) & (- a - 1)) << 1)))) - ((((~ c + 1) & (((a - c) - ((a | ~ c) << 1)) - 2)) * ((~ c + 1) | (((a - c) - ((a | ~ c) << 1)) - 2)) + ((~ c + 1) & ~ (((a - c) - ((a | ~ c) << 1)) - 2)) * (~ (~ c + 1) & (((a - c) - ((a | ~ c) << 1)) - 2))) ^ ((((a & a) * (a | a) + (a & ~ a) * (~ a & a)) ^ (- a - 1)) + ((((a & a) * (a | a) + (a & ~ a) * (~ a & a)) & (- a - 1)) << 1)))
